productid_1,productid_2,transaction_score
P0033,P0160,0.7469641533658631
P0033,P0161,0.765568498544182
P0033,P0162,0.7179211883977872
P0033,P0163,0.7664731005103089
P0033,P0164,0.7555168335928386
P0033,P0165,0.7869767018616394
P0033,P0166,0.7641033121532819
P0033,P0167,0.7435115183087583
P0033,P0168,0.7322268709137312
P0033,P0169,0.7556443517216109
P0033,P0170,0.36770124539312316
P0033,P0171,0.7150978735720739
P0033,P0172,0.31437914014879537
P0033,P0173,0.39883034830269765
P0033,P0174,0.7313562634341382
P0033,P0175,0.741982678647186
P0033,P0176,0.44641655433106364
P0033,P0177,0.3303300954056824
P0033,P0178,0.38130121135248357
P0033,P0179,0.42152364446617785
P0033,P0180,0.7245609573051395
P0033,P0181,0.42273448699419336
P0033,P0182,0.7288896107751546
P0033,P0183,0.40764819550617126
P0033,P0184,0.4068957119778855
P0033,P0185,0.40139107449391015
P0033,P0186,0.33290228634480695
P0033,P0187,0.3934586736369427
P0033,P0188,0.35589886874914384
P0033,P0189,0.7588900009561809
P0033,P0190,0.40144715146796983
P0033,P0191,0.4493154074302141
P0033,P0192,0.41532326112361595
P0033,P0193,0.43253179773019995
P0033,P0194,0.7600429373030733
P0033,P0195,0.7242573073147583
P0033,P0196,0.7853643086239666
P0033,P0197,0.7514129261776235
P0033,P0198,0.753620600109761
P0033,P0199,0.3690520706109468
P0033,P0200,0.3316185670942986
P0034,P0035,0.7283038948970498
P0034,P0036,0.7701365211533806
P0034,P0037,0.763740710199238
P0034,P0038,0.3239946120846509
P0034,P0039,0.34892582489961405
P0034,P0040,0.34056645484432657
P0034,P0041,0.749591605886709
P0034,P0042,0.7441172596573358
P0034,P0043,0.7740211513518479
P0034,P0044,0.7500022384059135
P0034,P0045,0.7290525874923313
P0034,P0046,0.7388454664697641
P0034,P0047,0.7400095954375034
P0034,P0048,0.7904827665803922
P0034,P0049,0.7358757810313383
P0034,P0050,0.7200108572055608
P0034,P0051,0.3529079514791045
P0034,P0052,0.23847071240926443
P0034,P0053,0.31298018517343845
P0034,P0054,0.3796376254376434
P0034,P0055,0.35305897251130075
P0034,P0056,0.7816366497626812
P0034,P0057,0.3408918527684935
P0034,P0058,0.7590483329157176
P0034,P0059,0.7706919108244866
P0034,P0060,0.7535509474152134
P0034,P0061,0.354844129168463
P0034,P0062,0.7826758932656048
P0034,P0063,0.715448116648699
P0034,P0064,0.7461193883631116
P0034,P0065,0.7717722906226632
P0034,P0066,0.74046312616097
P0034,P0067,0.7391864720694883
P0034,P0068,0.3729163539669706
P0034,P0069,0.3488973848064553
P0034,P0070,0.7601251758296135
P0034,P0071,0.743567682971826
P0034,P0072,0.7656934597755284
P0034,P0073,0.7494715930059507
P0034,P0074,0.7707940640014292
P0034,P0075,0.36308878274837
P0034,P0076,0.7725812560951063
P0034,P0077,0.7511340361616352
P0034,P0078,0.3904067239846512
P0034,P0079,0.36376659627263175
P0034,P0080,0.7441888598886328
P0034,P0081,0.7366814701615392
P0034,P0082,0.754229672717055
P0034,P0083,0.35272705069835314
P0034,P0084,0.39918964568887033
P0034,P0085,0.7436033877377377
P0034,P0086,0.7674509449967406
P0034,P0087,0.30474314947849446
P0034,P0088,0.7664356112747608
P0034,P0089,0.7484959395875488
P0034,P0090,0.7422663738013479
P0034,P0091,0.7452092977386797
P0034,P0092,0.7532552927458007
P0034,P0093,0.7389093928854467
P0034,P0094,0.7337810221138361
P0034,P0095,0.7797900915755683
P0034,P0096,0.7636379690754664
P0034,P0097,0.3401563089462219
P0034,P0098,0.41161297458608365
P0034,P0099,0.750164582353443
P0034,P0100,0.7760568660774148
P0034,P0101,0.7398602508877642
P0034,P0102,0.7528304903848273
P0034,P0103,0.7696053723519422
P0034,P0104,0.7501459512915154
P0034,P0105,0.7445406813211531
P0034,P0106,0.7610905188453376
P0034,P0107,0.7542629736518307
P0034,P0108,0.7639979238022347
P0034,P0109,0.7717667657839489
P0034,P0110,0.7496446022136709
P0034,P0111,0.3829407049454292
P0034,P0112,0.7422117960307535
P0034,P0113,0.7515426880011755
P0034,P0114,0.7400548639084332
P0034,P0115,0.2618802117348314
P0034,P0116,0.7688118178393496
P0034,P0117,0.7084802905166503
P0034,P0118,0.3608166307314418
P0034,P0119,0.37404720651022627
P0034,P0120,0.3167205505391191
P0034,P0121,0.3533053450327883
P0034,P0122,0.4222010722831304
P0034,P0123,0.7260674486415294
P0034,P0124,0.7345925937835007
P0034,P0125,0.728784596702477
P0034,P0126,0.7691384942949149
P0034,P0127,0.3848362841466826
P0034,P0128,0.7255336667049472
P0034,P0129,0.8056177738159599
P0034,P0130,0.7693379685205157
P0034,P0131,0.7339151684086358
P0034,P0132,0.7370782234804486
P0034,P0133,0.7450816188857695
P0034,P0134,0.7538777848153044
P0034,P0135,0.7199447373132732
P0034,P0136,0.7531327400729183
P0034,P0137,0.7428180237839979
P0034,P0138,0.4542304462158783
P0034,P0139,0.3081915146421708
P0034,P0140,0.7747607097870419
P0034,P0141,0.802884011552092
P0034,P0142,0.7892226864977847
P0034,P0143,0.3002052610212462
P0034,P0144,0.759555122701008
P0034,P0145,0.35130187810873714
P0034,P0146,0.2764457886624978
P0034,P0147,0.7665057514032461
P0034,P0148,0.77568550758968
P0034,P0149,0.7165898319074745
P0034,P0150,0.7474474837800698
P0034,P0151,0.776355259654276
P0034,P0152,0.7497540083260084
P0034,P0153,0.7251045608979024
P0034,P0154,0.727552208871093
P0034,P0155,0.7200804612462943
P0034,P0156,0.7535036333275495
P0034,P0157,0.7522138820681554
P0034,P0158,0.2891434643629996
P0034,P0159,0.35556536290651636
P0034,P0160,0.7251609880942201
P0034,P0161,0.7433703716990163
P0034,P0162,0.74663766041578
P0034,P0163,0.7278132888729487
P0034,P0164,0.7482002275569084
P0034,P0165,0.3419620975857815
P0034,P0166,0.7252027838944723
P0034,P0167,0.7408275637875279
P0034,P0168,0.742819306345271
P0034,P0169,0.7637592033224581
P0034,P0170,0.767188203711072
P0034,P0171,0.7704727576289409
P0034,P0172,0.7743587781241059
P0034,P0173,0.7514370823083829
P0034,P0174,0.7227026679619856
P0034,P0175,0.3480932736474109
P0034,P0176,0.7649742535355679
P0034,P0177,0.7498484680245313
P0034,P0178,0.737851130920969
P0034,P0179,0.3973127366667346
P0034,P0180,0.7454093424087311
P0034,P0181,0.7500021617125286
P0034,P0182,0.7322975989190872
P0034,P0183,0.30936699148944374
P0034,P0184,0.7624002653423158
P0034,P0185,0.7667494641770558
P0034,P0186,0.7274287072861326
P0034,P0187,0.7616735170937357
P0034,P0188,0.7407367501395853
P0034,P0189,0.7455828313272295
P0034,P0190,0.7432651091348644
P0034,P0191,0.7752074003026679
P0034,P0192,0.7368554273814865
P0034,P0193,0.7301623088024564
P0034,P0194,0.7584639097839966
P0034,P0195,0.31826274106383656
P0034,P0196,0.37592039344292355
P0034,P0197,0.762084933314253
P0034,P0198,0.7832366785463669
P0034,P0199,0.7407180170833558
P0034,P0200,0.7300245055766343
P0035,P0036,0.4033309449759767
P0035,P0037,0.7563934748746585
P0035,P0038,0.7529266345818307
P0035,P0039,0.7220705862688002
P0035,P0040,0.7572347735905294
P0035,P0041,0.4208174315348531
P0035,P0042,0.7570425685328905
P0035,P0043,0.7379489192120787
P0035,P0044,0.732513069971905
P0035,P0045,0.7571030060411186
P0035,P0046,0.7274856584363438
P0035,P0047,0.7530857045254029
P0035,P0048,0.7754026359339646
P0035,P0049,0.7684654376089963
P0035,P0050,0.3927789255318294
P0035,P0051,0.7476599249099412
P0035,P0052,0.7820423785303532
P0035,P0053,0.43760452549126344
P0035,P0054,0.7409725829758502
P0035,P0055,0.751550548005586
P0035,P0056,0.7155201719803144
P0035,P0057,0.7591925853649522
P0035,P0058,0.3602929182594239
P0035,P0059,0.7342169890348684
P0035,P0060,0.7569227199445674
P0035,P0061,0.7341416703410755
P0035,P0062,0.7236732393527796
P0035,P0063,0.3882446699798188
P0035,P0064,0.7755102729445857
P0035,P0065,0.7644891065274849
P0035,P0066,0.7482135412113226
P0035,P0067,0.7685806350216708
P0035,P0068,0.7422682169059253
P0035,P0069,0.745540516623906
P0035,P0070,0.7704663331462411
P0035,P0071,0.3289368524840075
P0035,P0072,0.30693598035547237
P0035,P0073,0.7469849221260688
P0035,P0074,0.747596351992059
P0035,P0075,0.77206302423295
P0035,P0076,0.3913550085716295
P0035,P0077,0.2911962377709904
P0035,P0078,0.40996607516562994
P0035,P0079,0.4121352738920246
P0035,P0080,0.345645381901247
P0035,P0081,0.44848961642982904
P0035,P0082,0.3873486339439669
P0035,P0083,0.7301675834121162
P0035,P0084,0.42219930101566416
P0035,P0085,0.38449018054573925
P0035,P0086,0.745276809036953
P0035,P0087,0.7421187221309455
P0035,P0088,0.39472397919850594
P0035,P0089,0.40489569778529
P0035,P0090,0.3833835893924624
P0035,P0091,0.7153231019813434
P0035,P0092,0.7902366765536797
P0035,P0093,0.40342377471386826
P0035,P0094,0.743470387396968
P0035,P0095,0.7322387038266766
P0035,P0096,0.7670134656647335
P0035,P0097,0.7745973333380851
P0035,P0098,0.43060839978878085
P0035,P0099,0.7454055044535192
P0035,P0100,0.37045135309628013
P0035,P0101,0.7572154238723368
P0035,P0102,0.4173976646598175
P0035,P0103,0.42245488163872874
P0035,P0104,0.7438880393993756
P0035,P0105,0.7406357443734936
P0035,P0106,0.7734253059156111
P0035,P0107,0.7422490926049167
P0035,P0108,0.7567502819045477
P0035,P0109,0.7352533127934766
P0035,P0110,0.7409458298365662
P0035,P0111,0.4174210765575086
P0035,P0112,0.4234026777429553
P0035,P0113,0.7483003907450292
P0035,P0114,0.7748175879852421
P0035,P0115,0.374624320547613
P0035,P0116,0.33185077466917867
P0035,P0117,0.37904000225965256
P0035,P0118,0.7329679441500971
P0035,P0119,0.4340991164067119
P0035,P0120,0.7426145042037601
P0035,P0121,0.7571744023565246
P0035,P0122,0.7407839407512657
P0035,P0123,0.37230773710373904
P0035,P0124,0.37396280093995665
P0035,P0125,0.7614576729312126
P0035,P0126,0.40486429334277285
P0035,P0127,0.4031467681637335
P0035,P0128,0.7604654681790541
P0035,P0129,0.749468930430788
P0035,P0130,0.7562864000947394
P0035,P0131,0.7620269637395024
P0035,P0132,0.740596995426346
P0035,P0133,0.7302479484677522
P0035,P0134,0.41152970990388865
P0035,P0135,0.7452323166690856
P0035,P0136,0.4313297291682174
P0035,P0137,0.7607820957093658
P0035,P0138,0.7433934113139449
P0035,P0139,0.7553090359315697
P0035,P0140,0.7515952564099527
P0035,P0141,0.7484498505831598
P0035,P0142,0.7528749918758179
P0035,P0143,0.7447585910813715
P0035,P0144,0.7460414815615317
P0035,P0145,0.7491910786271718
P0035,P0146,0.7428303478074387
P0035,P0147,0.7653843802620515
P0035,P0148,0.7652227686809168
P0035,P0149,0.3098439606327689
P0035,P0150,0.758304081698099
P0035,P0151,0.7462123003933215
P0035,P0152,0.7481473580572566
P0035,P0153,0.3975003044950712
P0035,P0154,0.7547171957833088
P0035,P0155,0.27272701087305884
P0035,P0156,0.7331179898159392
P0035,P0157,0.4125590641552473
P0035,P0158,0.3907139079825632
P0035,P0159,0.4037876070410154
P0035,P0160,0.7341598537928502
P0035,P0161,0.7648667239111397
P0035,P0162,0.3811561928622506
P0035,P0163,0.7760206770081577
P0035,P0164,0.3917747051852909
P0035,P0165,0.28631757965083976
P0035,P0166,0.419095613340206
P0035,P0167,0.7470211117863552
P0035,P0168,0.7538303782901798
P0035,P0169,0.7686693212823346
P0035,P0170,0.3730047125791598
P0035,P0171,0.7635697053578494
P0035,P0172,0.44455725576585325
P0035,P0173,0.7527490850681341
P0035,P0174,0.3347821398415
P0035,P0175,0.7505928068725038
P0035,P0176,0.4548551704308947
P0035,P0177,0.7719511682913512
P0035,P0178,0.33246627909010557
P0035,P0179,0.7404831729509743
P0035,P0180,0.4030538066550597
P0035,P0181,0.4196139108351035
P0035,P0182,0.7685411927597781
P0035,P0183,0.7309676998240454
P0035,P0184,0.4111569761703842
P0035,P0185,0.3917061343114292
P0035,P0186,0.43321936822276763
P0035,P0187,0.7694416134744898
P0035,P0188,0.7615868500822291
P0035,P0189,0.7602687583506047
P0035,P0190,0.41282538676529396
P0035,P0191,0.7821574349443936
P0035,P0192,0.7318452672952612
P0035,P0193,0.7462659369350964
P0035,P0194,0.7600541786839247
P0035,P0195,0.7533154438691718
P0035,P0196,0.42563417963182165
P0035,P0197,0.42449843244476027
P0035,P0198,0.7556822980963669
P0035,P0199,0.7727220460776428
P0035,P0200,0.7406916375133007
P0036,P0037,0.4476464401155343
P0036,P0038,0.41928926551618484
P0036,P0039,0.7442427198170843
P0036,P0040,0.7348910155892214
P0036,P0041,0.719135722053736
P0036,P0042,0.40505699378871957
P0036,P0043,0.8005125225300653
P0036,P0044,0.7563140660566441
P0036,P0045,0.7590226413561059
P0036,P0046,0.7285867647574072
P0036,P0047,0.7415474335586789
P0036,P0048,0.7396315784390612
P0036,P0049,0.778993109145486
P0036,P0050,0.751733892522863
P0036,P0051,0.37179285270334717
P0036,P0052,0.7352551353758265
P0036,P0053,0.42641781318269717
P0036,P0054,0.7747672851019394
P0036,P0055,0.7462652672770134
P0036,P0056,0.7433169505500823
P0036,P0057,0.7663983172414359
P0036,P0058,0.7589732215824752
P0036,P0059,0.37178447911402257
P0036,P0060,0.7225327182414503
P0036,P0061,0.3425105433941738
P0036,P0062,0.7375684515214366
P0036,P0063,0.7384956284561084
P0036,P0064,0.7740711331032745
P0036,P0065,0.3605152671349887
P0036,P0066,0.7421286299883791
P0036,P0067,0.7231858405361247
P0036,P0068,0.41729642981702625
P0036,P0069,0.7558877774103172
P0036,P0070,0.37416135793208866
P0036,P0071,0.7666668083199045
P0036,P0072,0.27012670871926153
P0036,P0073,0.7387689831958768
P0036,P0074,0.3943559437264083
P0036,P0075,0.7624458113901151
P0036,P0076,0.7452870591484594
P0036,P0077,0.7313002605342681
P0036,P0078,0.4033566002206214
P0036,P0079,0.7529822530178687
P0036,P0080,0.33718144811369527
P0036,P0081,0.26853123064641854
P0036,P0082,0.754208018920995
P0036,P0083,0.7502684599450958
P0036,P0084,0.722521494481414
P0036,P0085,0.7581376136365352
P0036,P0086,0.35432918809366204
P0036,P0087,0.3865840360291524
P0036,P0088,0.7799600686479001
P0036,P0089,0.731526658299018
P0036,P0090,0.7390827145159292
P0036,P0091,0.7736446371458436
P0036,P0092,0.7613280597758483
P0036,P0093,0.7841048999748245
P0036,P0094,0.7414419748894658
P0036,P0095,0.7219480741513821
P0036,P0096,0.7308132679143302
P0036,P0097,0.7528921420674113
P0036,P0098,0.7445746179405546
P0036,P0099,0.7636170616057442
P0036,P0100,0.7307494692394594
P0036,P0101,0.4106075431706415
P0036,P0102,0.7502468425901452
P0036,P0103,0.7412430443615302
P0036,P0104,0.3705339815586565
P0036,P0105,0.7533822201856901
P0036,P0106,0.3901243451007132
P0036,P0107,0.7275179255041202
P0036,P0108,0.3714483477550489
P0036,P0109,0.41321865914628103
P0036,P0110,0.33836010812955614
P0036,P0111,0.7566635331618092
P0036,P0112,0.7631591125982506
P0036,P0113,0.7100727310350466
P0036,P0114,0.7448436180280532
P0036,P0115,0.7553410205613762
P0036,P0116,0.7463116112477701
P0036,P0117,0.7237709132048313
P0036,P0118,0.7602892980378579
P0036,P0119,0.4305259665132006
P0036,P0120,0.32564585587360173
P0036,P0121,0.3808877674144428
P0036,P0122,0.42031453095514454
P0036,P0123,0.7539817123603771
P0036,P0124,0.7567789827648088
P0036,P0125,0.7458687822243651
P0036,P0126,0.7574010875971919
P0036,P0127,0.3156806703777876
P0036,P0128,0.767823165866046
P0036,P0129,0.7947257632436746
P0036,P0130,0.7648218103446341
P0036,P0131,0.7344573797244957
P0036,P0132,0.7456473888288143
P0036,P0133,0.7221205139694742
P0036,P0134,0.38960005349132626
P0036,P0135,0.2795076035729754
P0036,P0136,0.7462431121307145
P0036,P0137,0.3841116614438878
P0036,P0138,0.4569260721938338
P0036,P0139,0.759935363287469
P0036,P0140,0.7604065985398177
P0036,P0141,0.41388227837232944
P0036,P0142,0.7307947005411056
P0036,P0143,0.7552316581082987
P0036,P0144,0.7476070065891675
P0036,P0145,0.37018873734145047
P0036,P0146,0.4444581235411045
P0036,P0147,0.7432467776205322
P0036,P0148,0.40344269548583256
P0036,P0149,0.37438364495888427
P0036,P0150,0.7546955105964921
P0036,P0151,0.7340943158241825
P0036,P0152,0.7304953291114066
P0036,P0153,0.75988725996661
P0036,P0154,0.714612934207888
P0036,P0155,0.774442915392958
P0036,P0156,0.7392945013939163
P0036,P0157,0.7542745247437794
P0036,P0158,0.7601136078676134
P0036,P0159,0.7575505087665819
P0036,P0160,0.7509126073897253
P0036,P0161,0.36290763002489723
P0036,P0162,0.7305260402377589
P0036,P0163,0.7406138409017569
P0036,P0164,0.763267651607513
P0036,P0165,0.37913925941035603
P0036,P0166,0.7226873833985544
P0036,P0167,0.3473697718878869
P0036,P0168,0.7541798898121608
P0036,P0169,0.413172986735215
P0036,P0170,0.35948979185674007
P0036,P0171,0.7394926032565288
P0036,P0172,0.7466477729556006
P0036,P0173,0.7607357756474514
P0036,P0174,0.7468192785755748
P0036,P0175,0.7414894346293304
P0036,P0176,0.7428255801628727
P0036,P0177,0.7783999677009334
P0036,P0178,0.7494684587330682
P0036,P0179,0.7507766279820456
P0036,P0180,0.7453809414243777
P0036,P0181,0.3891346496512815
P0036,P0182,0.739851767886504
P0036,P0183,0.7372947346882192
P0036,P0184,0.40715963474563505
P0036,P0185,0.7443137323001571
P0036,P0186,0.31207743146147654
P0036,P0187,0.7791219334844821
P0036,P0188,0.7500757787547443
P0036,P0189,0.7393302447950494
P0036,P0190,0.7670403050575136
P0036,P0191,0.7747185819521314
P0036,P0192,0.40137088385037806
P0036,P0193,0.4190121479680012
P0036,P0194,0.7452463291054604
P0036,P0195,0.7452199558284011
P0036,P0196,0.4174647068625757
P0036,P0197,0.4256363901054651
P0036,P0198,0.4034719730915559
P0036,P0199,0.802660151034006
P0036,P0200,0.7523453741966846
P0037,P0038,0.7419390384310585
P0037,P0039,0.41342150917994114
P0037,P0040,0.7471995541101226
P0037,P0041,0.7503549260189412
P0037,P0042,0.30533805825130583
P0037,P0043,0.4212197988247963
P0037,P0044,0.7352948239492643
P0037,P0045,0.7372524023185731
P0037,P0046,0.7363625901039881
P0037,P0047,0.43755120653848073
P0037,P0048,0.7621606808494457
P0037,P0049,0.422953201399936
P0037,P0050,0.7271982202593694
P0037,P0051,0.7394570798273532
P0037,P0052,0.7318776300260501
P0037,P0053,0.31689092976533934
P0037,P0054,0.7707076034621849
P0037,P0055,0.7428258298963649
P0037,P0056,0.7777220468691199
P0037,P0057,0.7457661537994753
P0037,P0058,0.3379608843126925
P0037,P0059,0.7720544704877801
P0037,P0060,0.7194812734027746
P0037,P0061,0.7564346204857071
P0037,P0062,0.7661179680038781
P0037,P0063,0.3949422240503541
P0037,P0064,0.41392765526719866
P0037,P0065,0.7091294708989342
P0037,P0066,0.7168212648983903
P0037,P0067,0.7625258202877374
P0037,P0068,0.746575826939748
P0037,P0069,0.7593624704320405
P0037,P0070,0.4065358124957263
P0037,P0071,0.46751705659852444
P0037,P0072,0.35088793117660305
P0037,P0073,0.45558043096959117
P0037,P0074,0.3160366670878747
P0037,P0075,0.7583737211238789
P0037,P0076,0.750088554789176
P0037,P0077,0.7429357536204171
P0037,P0078,0.7350385788587697
P0037,P0079,0.7647129641852253
P0037,P0080,0.7439391871596557
P0037,P0081,0.45425393576165574
P0037,P0082,0.7620201151735445
P0037,P0083,0.7616852768229103
P0037,P0084,0.7383846764159403
P0037,P0085,0.7601217853450346
P0037,P0086,0.746648278161091
P0037,P0087,0.7499721496398056
P0037,P0088,0.7655598844323879
P0037,P0089,0.750747002313561
P0037,P0090,0.7479067531308838
P0037,P0091,0.7443806275553762
P0037,P0092,0.7441116092174362
P0037,P0093,0.7367434997144702
P0037,P0094,0.7311798538925064
P0037,P0095,0.7259306866630714
P0037,P0096,0.4154726180447848
P0037,P0097,0.4289296522030008
P0037,P0098,0.7637563612554863
P0037,P0099,0.39927463940608293
P0037,P0100,0.7354188977294791
P0037,P0101,0.4344144205870271
P0037,P0102,0.8219285207756459
P0037,P0103,0.7915012299342459
P0037,P0104,0.7569600857053158
P0037,P0105,0.7157536198794231
P0037,P0106,0.4323609397390535
P0037,P0107,0.4365347981743672
P0037,P0108,0.4091386207599072
P0037,P0109,0.7559845865730838
P0037,P0110,0.7462939669267827
P0037,P0111,0.727461219534472
P0037,P0112,0.462908618256314
P0037,P0113,0.7495760307702947
P0037,P0114,0.7767038751634874
P0037,P0115,0.3983628547465956
P0037,P0116,0.7619933332183519
P0037,P0117,0.4035979503708993
P0037,P0118,0.7803957737120907
P0037,P0119,0.7932227820349642
P0037,P0120,0.7540968204428014
P0037,P0121,0.4217344743046441
P0037,P0122,0.7805655637428711
P0037,P0123,0.7647966706475142
P0037,P0124,0.42352600603323776
P0037,P0125,0.39447808609256924
P0037,P0126,0.7763074145041802
P0037,P0127,0.45693642356944036
P0037,P0128,0.7438922438004072
P0037,P0129,0.7669013822550199
P0037,P0130,0.40974311442567707
P0037,P0131,0.7432603052158915
P0037,P0132,0.3714871666930634
P0037,P0133,0.38632196355769316
P0037,P0134,0.7445211307614026
P0037,P0135,0.7412964597632252
P0037,P0136,0.7423282156524368
P0037,P0137,0.7460742058736292
P0037,P0138,0.4806690589196687
P0037,P0139,0.4571188679231539
P0037,P0140,0.7475807127343105
P0037,P0141,0.7800250220677158
P0037,P0142,0.7321197014322341
P0037,P0143,0.7318599053516118
P0037,P0144,0.7796668034145495
P0037,P0145,0.7532714871739711
P0037,P0146,0.7405485096711845
P0037,P0147,0.7621606808494457
P0037,P0148,0.7971934009848496
P0037,P0149,0.7476491965417956
P0037,P0150,0.7308962968114455
P0037,P0151,0.7731481557516642
P0037,P0152,0.4384407620679566
P0037,P0153,0.7701355160759407
P0037,P0154,0.7433297908301906
P0037,P0155,0.7403496084610066
P0037,P0156,0.4331637475606909
P0037,P0157,0.7136858885473875
P0037,P0158,0.7425952957865026
P0037,P0159,0.3155636199392387
P0037,P0160,0.7639677847789113
P0037,P0161,0.40070964790913416
P0037,P0162,0.749932009552281
P0037,P0163,0.4647652057921299
P0037,P0164,0.7272297554567989
P0037,P0165,0.7273541920120156
P0037,P0166,0.443692189265207
P0037,P0167,0.7452491101131065
P0037,P0168,0.7657350780832041
P0037,P0169,0.44541610467978715
P0037,P0170,0.7445340398597382
P0037,P0171,0.7383077947932696
P0037,P0172,0.745952076261776
P0037,P0173,0.7848355120339952
P0037,P0174,0.7480452601825471
P0037,P0175,0.323393089298847
P0037,P0176,0.7797313987030186
P0037,P0177,0.4637088861424867
P0037,P0178,0.3214030096941942
P0037,P0179,0.42475738395375995
P0037,P0180,0.749856191355166
P0037,P0181,0.43641192793226535
P0037,P0182,0.7538910222428846
P0037,P0183,0.434831097729843
P0037,P0184,0.4330154566860193
P0037,P0185,0.7486325916698431
P0037,P0186,0.7708017520489048
P0037,P0187,0.316733580974637
P0037,P0188,0.752361610907602
P0037,P0189,0.725313306914836
P0037,P0190,0.7253050034726518
P0037,P0191,0.7911913666465905
P0037,P0192,0.4269620283298203
P0037,P0193,0.7552740550760356
P0037,P0194,0.45721161221311474
P0037,P0195,0.7117090895917255
P0037,P0196,0.43483747386138033
P0037,P0197,0.7617384680718331
P0037,P0198,0.7591216174025297
P0037,P0199,0.7791053105623427
P0037,P0200,0.4721795362171107
P0038,P0039,0.43147135152940513
P0038,P0040,0.7556834636105887
P0038,P0041,0.7755038243899336
P0038,P0042,0.7688343898399967
P0038,P0043,0.4241896419172815
P0038,P0044,0.4299465709774637
P0038,P0045,0.7410444539403191
P0038,P0046,0.7236107649371742
P0038,P0047,0.4548322331164609
P0038,P0048,0.4184692762550151
P0038,P0049,0.7394494775614402
P0038,P0050,0.7299320478768847
P0038,P0051,0.7623880888914223
P0038,P0052,0.41672453361756134
P0038,P0053,0.7469274115112721
P0038,P0054,0.4471529754409047
P0038,P0055,0.40632164702747087
P0038,P0056,0.35292084845215604
P0038,P0057,0.41944260875128997
P0038,P0058,0.36776871321087395
P0038,P0059,0.7305601100692583
P0038,P0060,0.7403737842200737
P0038,P0061,0.4097595853636425
P0038,P0062,0.7737925087466865
P0038,P0063,0.7399794920160758
P0038,P0064,0.43229773727855964
P0038,P0065,0.7529624171528825
P0038,P0066,0.2844259643955125
P0038,P0067,0.7163280434135951
P0038,P0068,0.7468911993831355
P0038,P0069,0.7811313859469733
P0038,P0070,0.7288534084091143
P0038,P0071,0.7189189854679146
P0038,P0072,0.45153108257015945
P0038,P0073,0.47273766572217774
P0038,P0074,0.7593274242499792
P0038,P0075,0.7425228143872431
P0038,P0076,0.7239572366684562
P0038,P0077,0.41249421142298176
P0038,P0078,0.4412349695370028
P0038,P0079,0.7429457012313092
P0038,P0080,0.7723526531853612
P0038,P0081,0.7552238058193756
P0038,P0082,0.4312120564812057
P0038,P0083,0.722491632164445
P0038,P0084,0.7661565022726367
P0038,P0085,0.7315162866443307
P0038,P0086,0.7585939282923944
P0038,P0087,0.4695308611732716
P0038,P0088,0.3474175373634838
P0038,P0089,0.7418029543555024
P0038,P0090,0.7498992113372698
P0038,P0091,0.38046578421291904
P0038,P0092,0.7273770270149744
P0038,P0093,0.40841796208715864
P0038,P0094,0.4039142757407454
P0038,P0095,0.41987284883332415
P0038,P0096,0.7221969754956894
P0038,P0097,0.7460238721221737
P0038,P0098,0.709294480474739
P0038,P0099,0.41789090565730264
P0038,P0100,0.4256224082764999
P0038,P0101,0.7724007138408433
P0038,P0102,0.45599487281625534
P0038,P0103,0.7382400253542392
P0038,P0104,0.7549005789940598
P0038,P0105,0.4143560875650123
P0038,P0106,0.7355465902867122
P0038,P0107,0.46331668194553305
P0038,P0108,0.749210052923191
P0038,P0109,0.36128388555650454
P0038,P0110,0.3820022605683672
P0038,P0111,0.7463066382775414
P0038,P0112,0.4528220473851965
P0038,P0113,0.7562449031337656
P0038,P0114,0.4303616896069536
P0038,P0115,0.4099531054450431
P0038,P0116,0.48118748336099104
P0038,P0117,0.4422528981284286
P0038,P0118,0.2813371899853787
P0038,P0119,0.7411908650874094
P0038,P0120,0.7247377010028933
P0038,P0121,0.4239665834369391
P0038,P0122,0.49465946680535816
P0038,P0123,0.3111070287174847
P0038,P0124,0.7238735466657102
P0038,P0125,0.7517360202224944
P0038,P0126,0.7477584286194919
P0038,P0127,0.7565102455928061
P0038,P0128,0.7356778182902715
P0038,P0129,0.7454691807288663
P0038,P0130,0.7494933130165524
P0038,P0131,0.41558356576016636
P0038,P0132,0.7530146924588699
P0038,P0133,0.7256161701514718
P0038,P0134,0.7474954403679788
P0038,P0135,0.7335036754621795
P0038,P0136,0.3401831059901352
P0038,P0137,0.7760324784901343
P0038,P0138,0.48347882404270487
P0038,P0139,0.7592548641347318
P0038,P0140,0.7508192779027654
P0038,P0141,0.4268617932773551
P0038,P0142,0.7521259931258645
P0038,P0143,0.3419451939549219
P0038,P0144,0.37827977873314417
P0038,P0145,0.7552228772756915
P0038,P0146,0.7566575630321669
P0038,P0147,0.7365139440771853
P0038,P0148,0.7490462193013807
P0038,P0149,0.7189691797888846
P0038,P0150,0.7425332530570318
P0038,P0151,0.7631696312986482
P0038,P0152,0.7405505815523827
P0038,P0153,0.7238514889801173
P0038,P0154,0.731454084812925
P0038,P0155,0.7167099206771534
P0038,P0156,0.7464950506482797
P0038,P0157,0.35069646698438356
P0038,P0158,0.7574078311073664
P0038,P0159,0.7441951506923621
P0038,P0160,0.7596346044076883
P0038,P0161,0.769854615628708
P0038,P0162,0.7494419203615423
P0038,P0163,0.45318783999411255
P0038,P0164,0.44186310087153063
P0038,P0165,0.7519072376600651
