transaction_id,customer_id,store_id,transaction_date,product_id,quantity,unit_price,total_price
TRANS02540,CUST00029,STORE00018,2023-01-16,PROD00062,1,45.59,45.59
TRANS02558,CUST00171,STORE00007,2022-05-27,PROD00062,1,45.59,45.59
TRANS02858,CUST00224,STORE00001,2023-05-02,PROD00062,1,45.59,45.59
TRANS01383,CUST00379,STORE00003,2022-01-06,PROD00062,2,45.59,91.18
TRANS01615,CUST00451,STORE00013,2022-10-02,PROD00062,2,45.59,91.18
TRANS01678,CUST00294,STORE00009,2023-08-29,PROD00062,2,45.59,91.18
TRANS02370,CUST00039,STORE00019,2022-03-09,PROD00062,2,45.59,91.18
TRANS00077,CUST00196,STORE00002,2023-01-29,PROD00062,3,45.59,136.77
TRANS00514,CUST00268,STORE00006,2022-02-16,PROD00062,3,45.59,136.77
TRANS00682,CUST00362,STORE00009,2023-05-02,PROD00062,3,45.59,136.77
TRANS00742,CUST00487,STORE00011,2022-09-15,PROD00062,3,45.59,136.77
TRANS00913,CUST00351,STORE00013,2022-09-30,PROD00062,3,45.59,136.77
TRANS01115,CUST00231,STORE00007,2022-09-14,PROD00062,3,45.59,136.77
TRANS01141,CUST00034,STORE00016,2023-03-19,PROD00062,3,45.59,136.77
TRANS01483,CUST00445,STORE00017,2023-12-02,PROD00062,3,45.59,136.77
TRANS01741,CUST00433,STORE00005,2022-11-08,PROD00062,3,45.59,136.77
TRANS02083,CUST00464,STORE00001,2022-06-27,PROD00062,3,45.59,136.77
TRANS02388,CUST00084,STORE00019,2022-09-27,PROD00062,3,45.59,136.77
TRANS02708,CUST00220,STORE00020,2022-05-04,PROD00062,3,45.59,136.77
TRANS02874,CUST00293,STORE00012,2023-05-15,PROD00062,3,45.59,136.77
TRANS02948,CUST00076,STORE00017,2022-06-09,PROD00062,3,45.59,136.77
TRANS00241,CUST00437,STORE00004,2023-10-10,PROD00063,1,134.05,134.05
TRANS00376,CUST00173,STORE00015,2023-06-13,PROD00063,1,134.05,134.05
TRANS00812,CUST00017,STORE00007,2023-09-13,PROD00063,1,134.05,134.05
TRANS01087,CUST00470,STORE00005,2023-06-24,PROD00063,1,134.05,134.05
TRANS02378,CUST00196,STORE00019,2022-04-08,PROD00063,1,134.05,134.05
TRANS02546,CUST00484,STORE00007,2023-12-11,PROD00063,1,134.05,134.05
TRANS02978,CUST00105,STORE00014,2023-08-03,PROD00063,1,134.05,134.05
TRANS00380,CUST00340,STORE00012,2023-06-18,PROD00063,2,134.05,268.1
TRANS00383,CUST00171,STORE00017,2023-03-28,PROD00063,2,134.05,268.1
TRANS00650,CUST00009,STORE00001,2022-11-24,PROD00063,2,134.05,268.1
TRANS00913,CUST00351,STORE00013,2022-09-30,PROD00063,2,134.05,268.1
TRANS01512,CUST00469,STORE00010,2023-11-10,PROD00063,2,134.05,268.1
TRANS01714,CUST00180,STORE00007,2022-04-23,PROD00063,2,134.05,268.1
TRANS02293,CUST00073,STORE00016,2023-04-29,PROD00063,2,134.05,268.1
TRANS02295,CUST00028,STORE00006,2022-11-12,PROD00063,2,134.05,268.1
TRANS02321,CUST00328,STORE00013,2022-02-02,PROD00063,2,134.05,268.1
TRANS02550,CUST00033,STORE00005,2023-07-04,PROD00063,2,134.05,268.1
TRANS02691,CUST00016,STORE00003,2023-12-07,PROD00063,2,134.05,268.1
TRANS02865,CUST00092,STORE00003,2023-11-19,PROD00063,2,134.05,268.1
TRANS02981,CUST00301,STORE00001,2022-04-06,PROD00063,2,134.05,268.1
TRANS00195,CUST00254,STORE00008,2023-07-10,PROD00063,3,134.05,402.15
TRANS00378,CUST00246,STORE00002,2022-01-05,PROD00063,3,134.05,402.15
TRANS00446,CUST00140,STORE00012,2023-12-13,PROD00063,3,134.05,402.15
TRANS00755,CUST00071,STORE00001,2022-10-12,PROD00063,3,134.05,402.15
TRANS00787,CUST00359,STORE00001,2022-04-24,PROD00063,3,134.05,402.15
TRANS00950,CUST00429,STORE00010,2023-05-12,PROD00063,3,134.05,402.15
TRANS01279,CUST00297,STORE00013,2022-12-18,PROD00063,3,134.05,402.15
TRANS01917,CUST00311,STORE00017,2023-09-14,PROD00063,3,134.05,402.15
TRANS02701,CUST00262,STORE00013,2022-03-25,PROD00063,3,134.05,402.15
TRANS02784,CUST00371,STORE00018,2023-11-06,PROD00063,3,134.05,402.15
TRANS00580,CUST00040,STORE00011,2023-11-22,PROD00064,1,101.85,101.85
TRANS00720,CUST00086,STORE00010,2022-01-29,PROD00064,1,101.85,101.85
TRANS01065,CUST00028,STORE00016,2023-06-15,PROD00064,1,101.85,101.85
TRANS01635,CUST00289,STORE00020,2023-10-16,PROD00064,1,101.85,101.85
TRANS02205,CUST00012,STORE00010,2022-08-12,PROD00064,1,101.85,101.85
TRANS02593,CUST00443,STORE00011,2023-01-19,PROD00064,1,101.85,101.85
TRANS02649,CUST00041,STORE00016,2023-12-04,PROD00064,1,101.85,101.85
TRANS02689,CUST00402,STORE00013,2022-11-15,PROD00064,1,101.85,101.85
TRANS00137,CUST00027,STORE00008,2022-10-05,PROD00064,2,101.85,203.7
TRANS00588,CUST00040,STORE00006,2022-12-20,PROD00064,2,101.85,203.7
TRANS01005,CUST00306,STORE00001,2023-07-24,PROD00064,2,101.85,203.7
TRANS01660,CUST00008,STORE00009,2023-10-10,PROD00064,2,101.85,203.7
TRANS01956,CUST00480,STORE00017,2022-08-04,PROD00064,2,101.85,203.7
TRANS02441,CUST00249,STORE00013,2022-12-27,PROD00064,2,101.85,203.7
TRANS00003,CUST00282,STORE00016,2022-11-10,PROD00064,3,101.85,305.55
TRANS00030,CUST00445,STORE00014,2023-01-23,PROD00064,3,101.85,305.55
TRANS00472,CUST00258,STORE00001,2022-01-13,PROD00064,3,101.85,305.55
TRANS00853,CUST00335,STORE00006,2023-10-26,PROD00064,3,101.85,305.55
TRANS00998,CUST00328,STORE00011,2023-07-05,PROD00064,3,101.85,305.55
TRANS02096,CUST00479,STORE00016,2022-01-04,PROD00064,3,101.85,305.55
TRANS02361,CUST00316,STORE00014,2023-03-06,PROD00064,3,101.85,305.55
TRANS02881,CUST00455,STORE00014,2022-07-16,PROD00064,3,101.85,305.55
TRANS00402,CUST00267,STORE00019,2022-10-17,PROD00065,1,151.57,151.57
TRANS00407,CUST00351,STORE00020,2023-05-09,PROD00065,1,151.57,151.57
TRANS00560,CUST00188,STORE00015,2023-06-19,PROD00065,2,151.57,303.14
TRANS00594,CUST00466,STORE00019,2023-12-15,PROD00065,2,151.57,303.14
TRANS00629,CUST00078,STORE00007,2023-01-31,PROD00065,2,151.57,303.14
TRANS00719,CUST00247,STORE00017,2023-09-24,PROD00065,2,151.57,303.14
TRANS00744,CUST00425,STORE00012,2022-08-07,PROD00065,2,151.57,303.14
TRANS00991,CUST00048,STORE00002,2023-06-01,PROD00065,2,151.57,303.14
TRANS02073,CUST00477,STORE00011,2023-01-10,PROD00065,2,151.57,303.14
TRANS02106,CUST00067,STORE00012,2023-08-02,PROD00065,2,151.57,303.14
TRANS02467,CUST00006,STORE00007,2022-09-27,PROD00065,2,151.57,303.14
TRANS02911,CUST00413,STORE00020,2022-06-19,PROD00065,2,151.57,303.14
TRANS00144,CUST00310,STORE00003,2022-09-26,PROD00065,3,151.57,454.71
TRANS00909,CUST00113,STORE00003,2023-12-27,PROD00065,3,151.57,454.71
TRANS01321,CUST00075,STORE00014,2022-01-21,PROD00065,3,151.57,454.71
TRANS01519,CUST00324,STORE00001,2022-04-24,PROD00065,3,151.57,454.71
TRANS01525,CUST00166,STORE00019,2023-01-22,PROD00065,3,151.57,454.71
TRANS01551,CUST00488,STORE00004,2022-10-25,PROD00065,3,151.57,454.71
TRANS01926,CUST00061,STORE00017,2022-02-22,PROD00065,3,151.57,454.71
TRANS02537,CUST00427,STORE00010,2023-01-26,PROD00065,3,151.57,454.71
TRANS02786,CUST00265,STORE00003,2023-02-21,PROD00065,3,151.57,454.71
TRANS02853,CUST00135,STORE00003,2023-12-20,PROD00065,3,151.57,454.71
TRANS00149,CUST00409,STORE00003,2023-07-08,PROD00066,1,59.21,59.21
TRANS00717,CUST00326,STORE00010,2023-11-07,PROD00066,1,59.21,59.21
TRANS00968,CUST00215,STORE00006,2023-03-30,PROD00066,1,59.21,59.21
TRANS01183,CUST00256,STORE00004,2023-07-09,PROD00066,1,59.21,59.21
TRANS01783,CUST00343,STORE00007,2023-06-15,PROD00066,1,59.21,59.21
TRANS01839,CUST00090,STORE00020,2022-09-15,PROD00066,1,59.21,59.21
TRANS02163,CUST00181,STORE00017,2022-12-12,PROD00066,1,59.21,59.21
TRANS00057,CUST00421,STORE00004,2023-12-16,PROD00066,2,59.21,118.42
TRANS00546,CUST00037,STORE00015,2022-08-29,PROD00066,2,59.21,118.42
TRANS00783,CUST00223,STORE00008,2023-03-07,PROD00066,2,59.21,118.42
TRANS00990,CUST00106,STORE00012,2023-08-24,PROD00066,2,59.21,118.42
TRANS01160,CUST00144,STORE00011,2023-12-13,PROD00066,2,59.21,118.42
TRANS02175,CUST00283,STORE00003,2023-08-06,PROD00066,2,59.21,118.42
TRANS02280,CUST00430,STORE00008,2023-06-29,PROD00066,2,59.21,118.42
TRANS02721,CUST00097,STORE00019,2022-01-27,PROD00066,2,59.21,118.42
TRANS00999,CUST00399,STORE00020,2023-04-21,PROD00066,3,59.21,177.63
TRANS01557,CUST00389,STORE00018,2022-03-11,PROD00066,3,59.21,177.63
TRANS01797,CUST00026,STORE00005,2023-02-19,PROD00066,3,59.21,177.63
TRANS02374,CUST00494,STORE00006,2023-07-07,PROD00066,3,59.21,177.63
TRANS02596,CUST00481,STORE00012,2022-07-24,PROD00066,3,59.21,177.63
TRANS00297,CUST00289,STORE00015,2022-08-25,PROD00067,1,78.12,78.12
TRANS00454,CUST00061,STORE00018,2022-08-30,PROD00067,1,78.12,78.12
TRANS00519,CUST00384,STORE00004,2023-09-02,PROD00067,1,78.12,78.12
TRANS00628,CUST00096,STORE00015,2023-01-05,PROD00067,1,78.12,78.12
TRANS01422,CUST00388,STORE00019,2022-11-08,PROD00067,1,78.12,78.12
TRANS02098,CUST00006,STORE00006,2022-03-30,PROD00067,1,78.12,78.12
TRANS02285,CUST00266,STORE00007,2023-10-16,PROD00067,1,78.12,78.12
TRANS02753,CUST00004,STORE00018,2023-08-04,PROD00067,1,78.12,78.12
TRANS02864,CUST00162,STORE00001,2022-02-13,PROD00067,1,78.12,78.12
TRANS01257,CUST00211,STORE00008,2023-09-11,PROD00067,2,78.12,156.24
TRANS01834,CUST00254,STORE00004,2022-05-22,PROD00067,2,78.12,156.24
TRANS02622,CUST00317,STORE00017,2022-10-27,PROD00067,2,78.12,156.24
TRANS00119,CUST00444,STORE00016,2022-08-23,PROD00067,3,78.12,234.36
TRANS00536,CUST00186,STORE00010,2022-08-30,PROD00067,3,78.12,234.36
TRANS00857,CUST00322,STORE00019,2022-10-30,PROD00067,3,78.12,234.36
TRANS02240,CUST00215,STORE00009,2023-12-07,PROD00067,3,78.12,234.36
TRANS02886,CUST00047,STORE00005,2023-06-17,PROD00067,3,78.12,234.36
TRANS02913,CUST00218,STORE00016,2023-11-19,PROD00067,3,78.12,234.36
TRANS02942,CUST00191,STORE00001,2022-04-14,PROD00067,3,78.12,234.36
TRANS02991,CUST00148,STORE00016,2022-12-05,PROD00067,3,78.12,234.36
TRANS01282,CUST00484,STORE00003,2022-04-02,PROD00068,1,161.89,161.89
TRANS01495,CUST00349,STORE00006,2023-08-15,PROD00068,1,161.89,161.89
TRANS01764,CUST00032,STORE00017,2023-05-30,PROD00068,1,161.89,161.89
TRANS01905,CUST00219,STORE00014,2022-08-21,PROD00068,1,161.89,161.89
TRANS02001,CUST00108,STORE00006,2022-04-03,PROD00068,1,161.89,161.89
TRANS02763,CUST00210,STORE00007,2022-02-24,PROD00068,1,161.89,161.89
TRANS00191,CUST00010,STORE00005,2022-04-20,PROD00068,2,161.89,323.78
TRANS00735,CUST00301,STORE00017,2022-02-18,PROD00068,2,161.89,323.78
TRANS00953,CUST00355,STORE00010,2022-05-02,PROD00068,2,161.89,323.78
TRANS01382,CUST00306,STORE00002,2022-01-07,PROD00068,2,161.89,323.78
TRANS01773,CUST00458,STORE00007,2022-07-24,PROD00068,2,161.89,323.78
TRANS02134,CUST00312,STORE00017,2022-05-25,PROD00068,2,161.89,323.78
TRANS00322,CUST00263,STORE00004,2023-12-26,PROD00068,3,161.89,485.67
TRANS00938,CUST00311,STORE00001,2022-12-14,PROD00068,3,161.89,485.67
TRANS01024,CUST00152,STORE00014,2023-10-16,PROD00068,3,161.89,485.67
TRANS01926,CUST00061,STORE00017,2022-02-22,PROD00068,3,161.89,485.67
TRANS02080,CUST00131,STORE00002,2022-10-09,PROD00068,3,161.89,485.67
TRANS02126,CUST00103,STORE00005,2023-02-13,PROD00068,3,161.89,485.67
TRANS00176,CUST00103,STORE00008,2023-01-26,PROD00069,1,161.1,161.1
TRANS00188,CUST00315,STORE00003,2022-04-02,PROD00069,1,161.1,161.1
TRANS00291,CUST00305,STORE00002,2023-07-25,PROD00069,1,161.1,161.1
TRANS00456,CUST00142,STORE00017,2023-05-23,PROD00069,1,161.1,161.1
TRANS01208,CUST00254,STORE00007,2022-02-23,PROD00069,1,161.1,161.1
TRANS01575,CUST00362,STORE00003,2023-07-13,PROD00069,1,161.1,161.1
TRANS01827,CUST00166,STORE00005,2023-05-18,PROD00069,1,161.1,161.1
TRANS01977,CUST00338,STORE00017,2023-04-27,PROD00069,1,161.1,161.1
TRANS02191,CUST00434,STORE00005,2022-01-19,PROD00069,1,161.1,161.1
TRANS02200,CUST00254,STORE00001,2023-04-08,PROD00069,1,161.1,161.1
TRANS02516,CUST00159,STORE00009,2022-09-03,PROD00069,1,161.1,161.1
TRANS00655,CUST00460,STORE00001,2022-06-21,PROD00069,2,161.1,322.2
TRANS00921,CUST00400,STORE00017,2023-10-09,PROD00069,2,161.1,322.2
TRANS01498,CUST00266,STORE00003,2023-12-12,PROD00069,2,161.1,322.2
TRANS01695,CUST00435,STORE00015,2022-12-04,PROD00069,2,161.1,322.2
TRANS02351,CUST00084,STORE00019,2022-01-17,PROD00069,2,161.1,322.2
TRANS02632,CUST00421,STORE00003,2023-01-25,PROD00069,2,161.1,322.2
TRANS02671,CUST00112,STORE00004,2023-05-07,PROD00069,2,161.1,322.2
TRANS02881,CUST00455,STORE00014,2022-07-16,PROD00069,2,161.1,322.2
TRANS02949,CUST00294,STORE00006,2023-01-12,PROD00069,2,161.1,322.2
TRANS00309,CUST00464,STORE00008,2023-07-05,PROD00069,3,161.1,483.3
TRANS00839,CUST00288,STORE00002,2022-02-14,PROD00069,3,161.1,483.3
TRANS01542,CUST00441,STORE00016,2022-07-19,PROD00069,3,161.1,483.3
TRANS01895,CUST00022,STORE00017,2022-10-30,PROD00069,3,161.1,483.3
TRANS02114,CUST00159,STORE00005,2022-10-03,PROD00069,3,161.1,483.3
TRANS02290,CUST00317,STORE00017,2022-07-16,PROD00069,3,161.1,483.3
TRANS02027,CUST00093,STORE00004,2023-08-31,PROD00070,1,99.43,99.43
TRANS02072,CUST00485,STORE00011,2023-07-26,PROD00070,1,99.43,99.43
TRANS02134,CUST00312,STORE00017,2022-05-25,PROD00070,1,99.43,99.43
TRANS02435,CUST00335,STORE00019,2022-12-22,PROD00070,1,99.43,99.43
TRANS00469,CUST00413,STORE00002,2023-11-20,PROD00070,2,99.43,198.86
TRANS01085,CUST00362,STORE00001,2022-04-24,PROD00070,2,99.43,198.86
TRANS01301,CUST00075,STORE00016,2022-02-25,PROD00070,2,99.43,198.86
TRANS01348,CUST00465,STORE00001,2023-01-07,PROD00070,2,99.43,198.86
TRANS01464,CUST00268,STORE00010,2022-07-04,PROD00070,2,99.43,198.86
TRANS01673,CUST00294,STORE00008,2023-10-24,PROD00070,2,99.43,198.86
TRANS01759,CUST00142,STORE00015,2022-02-11,PROD00070,2,99.43,198.86
TRANS01783,CUST00343,STORE00007,2023-06-15,PROD00070,2,99.43,198.86
TRANS01882,CUST00296,STORE00003,2022-10-12,PROD00070,2,99.43,198.86
TRANS02493,CUST00279,STORE00001,2022-07-07,PROD00070,2,99.43,198.86
TRANS02699,CUST00343,STORE00008,2023-07-31,PROD00070,2,99.43,198.86
TRANS02781,CUST00129,STORE00009,2022-02-15,PROD00070,2,99.43,198.86
TRANS00137,CUST00027,STORE00008,2022-10-05,PROD00070,3,99.43,298.29
TRANS01305,CUST00193,STORE00001,2023-08-13,PROD00070,3,99.43,298.29
TRANS01900,CUST00043,STORE00001,2022-01-10,PROD00070,3,99.43,298.29
TRANS02276,CUST00152,STORE00012,2023-03-30,PROD00070,3,99.43,298.29
TRANS02378,CUST00196,STORE00019,2022-04-08,PROD00070,3,99.43,298.29
TRANS00237,CUST00195,STORE00018,2023-10-20,PROD00071,1,178.79,178.79
TRANS00755,CUST00071,STORE00001,2022-10-12,PROD00071,1,178.79,178.79
TRANS00895,CUST00229,STORE00006,2022-06-10,PROD00071,1,178.79,178.79
TRANS01276,CUST00139,STORE00015,2023-11-13,PROD00071,1,178.79,178.79
TRANS01359,CUST00039,STORE00003,2023-10-17,PROD00071,1,178.79,178.79
TRANS01584,CUST00182,STORE00005,2023-03-15,PROD00071,1,178.79,178.79
TRANS01634,CUST00350,STORE00004,2022-03-26,PROD00071,1,178.79,178.79
TRANS02263,CUST00347,STORE00008,2023-07-21,PROD00071,1,178.79,178.79
TRANS02834,CUST00456,STORE00020,2023-05-09,PROD00071,1,178.79,178.79
TRANS02926,CUST00288,STORE00006,2022-03-08,PROD00071,1,178.79,178.79
TRANS02936,CUST00461,STORE00002,2022-05-26,PROD00071,1,178.79,178.79
TRANS00943,CUST00291,STORE00014,2022-04-11,PROD00071,2,178.79,357.58
TRANS01452,CUST00321,STORE00001,2023-07-17,PROD00071,2,178.79,357.58
TRANS01570,CUST00453,STORE00014,2023-02-02,PROD00071,2,178.79,357.58
TRANS01883,CUST00401,STORE00010,2023-09-17,PROD00071,2,178.79,357.58
TRANS01967,CUST00409,STORE00016,2023-03-19,PROD00071,2,178.79,357.58
TRANS00349,CUST00268,STORE00008,2022-09-23,PROD00071,3,178.79,536.37
TRANS01450,CUST00019,STORE00009,2022-04-29,PROD00071,3,178.79,536.37
TRANS02375,CUST00273,STORE00007,2022-04-09,PROD00071,3,178.79,536.37
TRANS02418,CUST00453,STORE00004,2022-05-08,PROD00071,3,178.79,536.37
TRANS00183,CUST00218,STORE00012,2023-11-14,PROD00072,1,137.83,137.83
TRANS00246,CUST00063,STORE00001,2023-02-08,PROD00072,1,137.83,137.83
TRANS00726,CUST00440,STORE00019,2022-03-09,PROD00072,1,137.83,137.83
TRANS01016,CUST00382,STORE00001,2023-09-08,PROD00072,1,137.83,137.83
TRANS01173,CUST00096,STORE00012,2023-12-08,PROD00072,1,137.83,137.83
TRANS01315,CUST00163,STORE00010,2023-05-16,PROD00072,1,137.83,137.83
TRANS01426,CUST00251,STORE00009,2022-08-04,PROD00072,1,137.83,137.83
TRANS01860,CUST00339,STORE00009,2022-05-01,PROD00072,1,137.83,137.83
TRANS01879,CUST00276,STORE00010,2022-05-06,PROD00072,1,137.83,137.83
TRANS01932,CUST00463,STORE00016,2023-11-01,PROD00072,1,137.83,137.83
TRANS02503,CUST00346,STORE00001,2022-12-01,PROD00072,1,137.83,137.83
TRANS02646,CUST00489,STORE00001,2023-12-23,PROD00072,1,137.83,137.83
TRANS02680,CUST00008,STORE00012,2023-02-05,PROD00072,1,137.83,137.83
TRANS00353,CUST00331,STORE00009,2023-09-23,PROD00072,2,137.83,275.66
TRANS00442,CUST00223,STORE00006,2023-10-11,PROD00072,2,137.83,275.66
TRANS00834,CUST00128,STORE00003,2022-10-19,PROD00072,2,137.83,275.66
TRANS00926,CUST00397,STORE00008,2023-09-26,PROD00072,2,137.83,275.66
TRANS02065,CUST00140,STORE00010,2023-06-08,PROD00072,2,137.83,275.66
TRANS02192,CUST00320,STORE00010,2022-10-22,PROD00072,2,137.83,275.66
TRANS02541,CUST00004,STORE00013,2022-09-10,PROD00072,2,137.83,275.66
TRANS02628,CUST00126,STORE00018,2022-12-12,PROD00072,2,137.83,275.66
TRANS02705,CUST00066,STORE00015,2022-12-31,PROD00072,2,137.83,275.66
TRANS02783,CUST00342,STORE00005,2023-01-12,PROD00072,2,137.83,275.66
TRANS02895,CUST00118,STORE00009,2022-07-23,PROD00072,2,137.83,275.66
TRANS00319,CUST00256,STORE00017,2022-09-14,PROD00072,3,137.83,413.49
TRANS00451,CUST00495,STORE00018,2022-10-09,PROD00072,3,137.83,413.49
TRANS00563,CUST00264,STORE00010,2023-03-21,PROD00072,3,137.83,413.49
TRANS00891,CUST00056,STORE00015,2023-12-30,PROD00072,3,137.83,413.49
TRANS01025,CUST00249,STORE00008,2023-05-21,PROD00072,3,137.83,413.49
TRANS01217,CUST00286,STORE00012,2023-01-26,PROD00072,3,137.83,413.49
TRANS00880,CUST00427,STORE00004,2023-08-07,PROD00073,1,182.68,182.68
TRANS00885,CUST00280,STORE00010,2022-10-02,PROD00073,1,182.68,182.68
TRANS00902,CUST00225,STORE00014,2023-07-25,PROD00073,1,182.68,182.68
TRANS00968,CUST00215,STORE00006,2023-03-30,PROD00073,1,182.68,182.68
TRANS02012,CUST00296,STORE00008,2022-10-04,PROD00073,1,182.68,182.68
TRANS02375,CUST00273,STORE00007,2022-04-09,PROD00073,1,182.68,182.68
TRANS00168,CUST00411,STORE00019,2022-04-15,PROD00073,2,182.68,365.36
TRANS00549,CUST00060,STORE00001,2023-02-27,PROD00073,2,182.68,365.36
TRANS00913,CUST00351,STORE00013,2022-09-30,PROD00073,2,182.68,365.36
TRANS02019,CUST00016,STORE00004,2022-08-16,PROD00073,2,182.68,365.36
TRANS02187,CUST00335,STORE00017,2022-10-07,PROD00073,2,182.68,365.36
TRANS02710,CUST00076,STORE00015,2023-12-19,PROD00073,2,182.68,365.36
TRANS00225,CUST00212,STORE00010,2022-08-08,PROD00073,3,182.68,548.04
TRANS00922,CUST00315,STORE00017,2023-12-19,PROD00073,3,182.68,548.04
TRANS01582,CUST00377,STORE00011,2023-12-31,PROD00073,3,182.68,548.04
TRANS02466,CUST00069,STORE00013,2023-10-05,PROD00073,3,182.68,548.04
TRANS02528,CUST00187,STORE00011,2023-08-25,PROD00073,3,182.68,548.04
TRANS02925,CUST00321,STORE00007,2023-07-31,PROD00073,3,182.68,548.04
TRANS02937,CUST00057,STORE00016,2022-11-16,PROD00073,3,182.68,548.04
TRANS00103,CUST00466,STORE00013,2022-09-05,PROD00074,1,74.99,74.99
TRANS00200,CUST00010,STORE00004,2023-06-03,PROD00074,1,74.99,74.99
TRANS00862,CUST00100,STORE00001,2023-11-09,PROD00074,1,74.99,74.99
TRANS01011,CUST00072,STORE00015,2023-05-03,PROD00074,1,74.99,74.99
TRANS01296,CUST00013,STORE00011,2023-02-06,PROD00074,1,74.99,74.99
TRANS02393,CUST00327,STORE00020,2022-04-07,PROD00074,1,74.99,74.99
TRANS02489,CUST00093,STORE00009,2022-09-12,PROD00074,1,74.99,74.99
TRANS02775,CUST00075,STORE00014,2023-04-22,PROD00074,1,74.99,74.99
TRANS02858,CUST00224,STORE00001,2023-05-02,PROD00074,1,74.99,74.99
TRANS02948,CUST00076,STORE00017,2022-06-09,PROD00074,1,74.99,74.99
TRANS02980,CUST00484,STORE00019,2023-10-13,PROD00074,1,74.99,74.99
TRANS00004,CUST00296,STORE00014,2023-01-09,PROD00074,2,74.99,149.98
TRANS00114,CUST00045,STORE00007,2022-07-11,PROD00074,2,74.99,149.98
TRANS00643,CUST00011,STORE00014,2023-11-13,PROD00074,2,74.99,149.98
TRANS00750,CUST00496,STORE00004,2023-09-08,PROD00074,2,74.99,149.98
TRANS01102,CUST00045,STORE00008,2023-08-09,PROD00074,2,74.99,149.98
TRANS01331,CUST00176,STORE00004,2022-10-28,PROD00074,2,74.99,149.98
TRANS01458,CUST00021,STORE00006,2023-09-11,PROD00074,2,74.99,149.98
TRANS02579,CUST00173,STORE00013,2023-05-18,PROD00074,2,74.99,149.98
TRANS02659,CUST00071,STORE00020,2023-10-13,PROD00074,2,74.99,149.98
TRANS02719,CUST00432,STORE00009,2022-02-23,PROD00074,2,74.99,149.98
TRANS00561,CUST00200,STORE00008,2022-10-13,PROD00074,3,74.99,224.97
TRANS01718,CUST00218,STORE00007,2023-02-11,PROD00074,3,74.99,224.97
TRANS01944,CUST00081,STORE00010,2022-05-02,PROD00074,3,74.99,224.97
TRANS02747,CUST00158,STORE00016,2022-10-20,PROD00074,3,74.99,224.97
TRANS00803,CUST00012,STORE00018,2023-02-23,PROD00075,1,20.2,20.2
TRANS01031,CUST00256,STORE00012,2022-01-03,PROD00075,1,20.2,20.2
TRANS01461,CUST00054,STORE00013,2023-03-21,PROD00075,1,20.2,20.2
TRANS01638,CUST00090,STORE00016,2022-03-21,PROD00075,1,20.2,20.2
TRANS01642,CUST00242,STORE00019,2022-07-04,PROD00075,1,20.2,20.2
TRANS02066,CUST00424,STORE00016,2022-11-06,PROD00075,1,20.2,20.2
TRANS02175,CUST00283,STORE00003,2023-08-06,PROD00075,1,20.2,20.2
TRANS02215,CUST00094,STORE00001,2022-01-30,PROD00075,1,20.2,20.2
TRANS02461,CUST00481,STORE00016,2022-01-27,PROD00075,1,20.2,20.2
TRANS00244,CUST00462,STORE00020,2023-11-21,PROD00075,2,20.2,40.4
TRANS00316,CUST00238,STORE00019,2023-08-23,PROD00075,2,20.2,40.4
TRANS00626,CUST00497,STORE00017,2023-02-08,PROD00075,2,20.2,40.4
TRANS01827,CUST00166,STORE00005,2023-05-18,PROD00075,2,20.2,40.4
TRANS02016,CUST00321,STORE00017,2023-03-12,PROD00075,2,20.2,40.4
TRANS02035,CUST00469,STORE00003,2023-03-12,PROD00075,2,20.2,40.4
TRANS02959,CUST00451,STORE00012,2023-02-27,PROD00075,2,20.2,40.4
TRANS00219,CUST00488,STORE00005,2023-01-02,PROD00075,3,20.2,60.6
TRANS00699,CUST00321,STORE00001,2023-05-27,PROD00075,3,20.2,60.6
TRANS00709,CUST00212,STORE00017,2023-05-25,PROD00075,3,20.2,60.6
TRANS00728,CUST00072,STORE00007,2023-03-09,PROD00075,3,20.2,60.6
TRANS00948,CUST00369,STORE00001,2023-03-10,PROD00075,3,20.2,60.6
TRANS01242,CUST00016,STORE00010,2022-03-13,PROD00075,3,20.2,60.6
TRANS01338,CUST00013,STORE00014,2023-03-09,PROD00075,3,20.2,60.6
TRANS01751,CUST00059,STORE00002,2022-12-24,PROD00075,3,20.2,60.6
TRANS02219,CUST00479,STORE00012,2023-09-08,PROD00075,3,20.2,60.6
TRANS02434,CUST00470,STORE00013,2023-01-05,PROD00075,3,20.2,60.6
TRANS00472,CUST00258,STORE00001,2022-01-13,PROD00076,1,60.71,60.71
TRANS00751,CUST00082,STORE00019,2022-04-27,PROD00076,1,60.71,60.71
TRANS01427,CUST00468,STORE00005,2023-09-09,PROD00076,1,60.71,60.71
TRANS02981,CUST00301,STORE00001,2022-04-06,PROD00076,1,60.71,60.71
TRANS00038,CUST00372,STORE00016,2022-04-27,PROD00076,2,60.71,121.42
TRANS00222,CUST00372,STORE00001,2023-09-07,PROD00076,2,60.71,121.42
TRANS00778,CUST00419,STORE00005,2022-11-01,PROD00076,2,60.71,121.42
TRANS01130,CUST00122,STORE00018,2023-08-05,PROD00076,2,60.71,121.42
TRANS01235,CUST00471,STORE00003,2023-06-15,PROD00076,2,60.71,121.42
TRANS01758,CUST00374,STORE00002,2022-10-29,PROD00076,2,60.71,121.42
TRANS02866,CUST00197,STORE00001,2022-08-19,PROD00076,2,60.71,121.42
TRANS02880,CUST00378,STORE00011,2022-09-03,PROD00076,2,60.71,121.42
