productid_1,productid_2,attribute_score
P0054,P0155,0.09929316170221587
P0054,P0156,0.600208320378086
P0054,P0157,0.5864840494994092
P0054,P0159,0.6826948987417863
P0054,P0161,0.07835748191447464
P0054,P0162,0.6231194162883735
P0054,P0166,0.5990174740376842
P0054,P0169,0.08629438467756981
P0054,P0172,0.631568310428456
P0054,P0174,0.5503368364322285
P0054,P0176,0.13461745745496756
P0054,P0178,0.5780030263457911
P0054,P0182,0.5899270360466804
P0054,P0183,0.1428134651659308
P0054,P0185,0.36795597288725823
P0054,P0187,0.6030418920879713
P0054,P0188,0.13792985510851313
P0054,P0189,0.14605745911323922
P0054,P0190,0.716395124681301
P0054,P0191,0.13007172024956987
P0054,P0192,0.2748274361047199
P0054,P0193,0.09381671952407604
P0054,P0196,0.24555168625500073
P0054,P0198,0.28206786476794565
P0054,P0199,0.04575378811433783
P0054,P0200,0.06909396181829489
P0055,P0002,0.2394451008436457
P0055,P0003,0.3487614783491906
P0055,P0004,0.07035424828472525
P0055,P0006,0.13652861555044254
P0055,P0010,0.08964202060402546
P0055,P0012,0.399811371597952
P0055,P0018,0.09927657898555231
P0055,P0021,0.08406815496548722
P0055,P0022,0.38715461310449184
P0055,P0023,0.09362394544286218
P0055,P0024,0.05774309226208984
P0055,P0025,0.10323881184835107
P0055,P0027,0.6234883817341377
P0055,P0028,0.11676823580623097
P0055,P0030,0.13655970814418672
P0055,P0032,0.5864229007317123
P0055,P0033,0.5851087204361255
P0055,P0034,0.12087867669921025
P0055,P0035,0.12228613477602969
P0055,P0040,0.09416081089484485
P0055,P0043,0.07926331281222146
P0055,P0044,0.21051447878448687
P0055,P0045,0.13465476856746056
P0055,P0046,0.2420009120494165
P0055,P0047,0.2460025288642912
P0055,P0049,0.5979188690587236
P0055,P0050,0.12563791638165123
P0055,P0056,0.2771531621167838
P0055,P0057,0.6121312936591837
P0055,P0059,0.5793254979997098
P0055,P0060,0.06671848765624029
P0055,P0065,0.06278631096739423
P0055,P0071,0.20525568476255623
P0055,P0075,0.5495864685032026
P0055,P0076,0.09453599485935783
P0055,P0081,0.07622660282320752
P0055,P0083,0.09868581970441309
P0055,P0086,0.6469156147005783
P0055,P0087,0.1313900462243227
P0055,P0088,0.05727463051634434
P0055,P0097,0.07899177082685571
P0055,P0098,0.07905188317476111
P0055,P0099,0.24437949547084553
P0055,P0103,0.3956677652716456
P0055,P0107,0.5983821487055118
P0055,P0109,0.11157991833012043
P0055,P0110,0.076021391704496
P0055,P0113,0.04548846464772092
P0055,P0114,0.0995356839334204
P0055,P0115,0.09146197375785088
P0055,P0119,0.08671102543374169
P0055,P0121,0.09996787098646437
P0055,P0123,0.05266670812345833
P0055,P0124,0.07961362270173912
P0055,P0125,0.5742884978131543
P0055,P0126,0.12666604481479177
P0055,P0131,0.09746180793068426
P0055,P0135,0.10656364653939432
P0055,P0139,0.4467746616089381
P0055,P0140,0.3963756399892212
P0055,P0141,0.0517194204340526
P0055,P0142,0.6356124204547811
P0055,P0143,0.0765644756752275
P0055,P0144,0.5993138900980453
P0055,P0145,0.07830773376448397
P0055,P0146,0.36439690732334223
P0055,P0147,0.2372085069336484
P0055,P0148,0.06414816657338888
P0055,P0154,0.39866301846900065
P0055,P0155,0.13695769334411212
P0055,P0157,0.548819517857513
P0055,P0159,0.7450303670998902
P0055,P0161,0.06602201355637087
P0055,P0162,0.5854548846464772
P0055,P0166,0.638647057604212
P0055,P0169,0.14862985303567358
P0055,P0172,0.5692328420703522
P0055,P0174,0.5626723047903323
P0055,P0176,0.07228198909686379
P0055,P0178,0.6156675579876874
P0055,P0183,0.09485106647596543
P0055,P0185,0.3556205045291545
P0055,P0187,0.6153773604460752
P0055,P0188,0.09973467653338308
P0055,P0189,0.09160707252865702
P0055,P0190,0.9287305930394048
P0055,P0191,0.09240718860767366
P0055,P0192,0.21249196774661608
P0055,P0193,0.14384781211782022
P0055,P0196,0.43321621789689696
P0055,P0198,0.39440333312604936
P0055,P0199,0.10808925647244161
P0055,P0200,0.05675849346019111
P0056,P0023,0.6335292166739217
P0056,P0025,0.6760856497315674
P0056,P0040,0.632992351221939
P0056,P0043,0.6064164749290053
P0056,P0044,0.9333613166677032
P0056,P0065,0.589939473084178
P0056,P0109,0.6387330804469042
P0056,P0114,0.6276174781833634
P0056,P0135,0.6337168086561782
P0056,P0145,0.6054608958812678
P0056,P0147,0.9143616690504323
P0056,P0148,0.5913013286901727
P0056,P0154,0.9258161805857845
P0056,P0185,0.8827736666459384
P0056,P0196,0.9603693800136809
P0057,P0023,0.0557552391020459
P0057,P0025,0.06537010550753479
P0057,P0027,0.7856196753933214
P0057,P0032,0.6257083929274714
P0057,P0033,0.9270225732230584
P0057,P0040,0.056292104554028555
P0057,P0043,0.3828679808469623
P0057,P0044,0.022645772443670588
P0057,P0049,0.6100501627179074
P0057,P0056,0.08928445577596751
P0057,P0059,0.8914567916588936
P0057,P0065,0.09934498269178949
P0057,P0075,0.5617177621623863
P0057,P0086,0.6590469083597621
P0057,P0107,0.6105134423646955
P0057,P0109,0.14944862467093672
P0057,P0113,0.007619758306904634
P0057,P0114,0.2116669775926041
P0057,P0135,0.1444323528802106
P0057,P0142,0.6477437141139648
P0057,P0144,0.6128174035611385
P0057,P0145,0.08382355989469975
P0057,P0147,0.07492278672553532
P0057,P0148,0.09798312708579483
P0057,P0154,0.06346827519018304
P0057,P0157,0.5609508115166968
P0057,P0159,0.607161660759074
P0057,P0162,0.597586178305661
P0057,P0166,0.8234842360549718
P0057,P0172,0.9428984515888317
P0057,P0174,0.574803598449516
P0057,P0176,0.08984930456231993
P0057,P0178,0.6964637356714964
P0057,P0185,0.09348921086997078
P0057,P0192,0.09963932591256763
P0057,P0196,0.12891507576228678
P0058,P0001,0.2425958170097216
P0058,P0002,0.5658043654001617
P0058,P0003,0.12240221379267459
P0058,P0004,0.09399498372820929
P0058,P0005,0.3672802271832183
P0058,P0006,0.23983064900607343
P0058,P0007,0.09160292684949112
P0058,P0008,0.10920444416806584
P0058,P0009,0.08872686192815538
P0058,P0010,0.5660012851605414
P0058,P0011,0.19737267582861762
P0058,P0012,0.07617063615446801
P0058,P0013,0.09991501357709927
P0058,P0015,0.1431699935741973
P0058,P0016,0.4316325684555272
P0058,P0018,0.12563584354206828
P0058,P0019,0.11586240490848414
P0058,P0020,0.21702734075409902
P0058,P0021,0.5922911095910288
P0058,P0022,0.5635138776610078
P0058,P0023,0.1327353191136538
P0058,P0024,0.13138382770557389
P0058,P0025,0.2268795472918351
P0058,P0027,0.09712911717762163
P0058,P0028,0.09040897124971499
P0058,P0030,0.5629189727007027
P0058,P0032,0.3627821652882283
P0058,P0033,0.11146798499264142
P0058,P0034,0.19723794125572622
P0058,P0035,0.5959268702195137
P0058,P0038,0.07434239164231081
P0058,P0040,0.08219845366167113
P0058,P0042,0.0768297991418444
P0058,P0043,0.05562257736873743
P0058,P0044,0.0841552142279709
P0058,P0045,0.3610140331239765
P0058,P0046,0.1343583525070995
P0058,P0047,0.06964326430777523
P0058,P0049,0.3784403954977924
P0058,P0050,0.05199718093816719
P0058,P0051,0.3354123914350268
P0058,P0052,0.12565864477748068
P0058,P0053,0.6753456460004561
P0058,P0054,0.0640237961984122
P0058,P0055,0.07635926455651598
P0058,P0056,0.09920610243973219
P0058,P0057,0.03849055821569969
P0058,P0059,0.14703376655680617
P0058,P0060,0.3903592230997243
P0058,P0062,0.08623634516924734
P0058,P0063,0.21923076923076923
P0058,P0064,0.04477748067077089
P0058,P0065,0.2391455755239102
P0058,P0067,0.2482847252451133
P0058,P0069,0.39122774288497814
P0058,P0070,0.036301639616110104
P0058,P0071,0.12889642020604025
P0058,P0072,0.03906680761975831
P0058,P0073,0.1427201873846983
P0058,P0075,0.12322720394668658
P0058,P0076,0.13182326969715813
P0058,P0078,0.07956594739133138
P0058,P0080,0.6882117612917937
P0058,P0081,0.29986733826669154
P0058,P0082,0.09229732810977759
P0058,P0083,0.0776734448521029
P0058,P0085,0.38625914640465975
P0058,P0086,0.22944364985593765
P0058,P0087,0.39496921833219323
P0058,P0088,0.3336338950728603
P0058,P0092,0.13807909955848519
P0058,P0094,0.10751300706838297
P0058,P0095,0.09362601828244513
P0058,P0096,0.04180502870882823
P0058,P0097,0.6473674937296603
P0058,P0098,0.14730738138175486
P0058,P0099,0.06802023091432954
P0058,P0102,0.0887714279791887
P0058,P0103,0.5720270298281616
P0058,P0104,0.0702920630972369
P0058,P0105,0.29744833447339514
P0058,P0106,0.09929523454179882
P0058,P0107,0.07202288414899571
P0058,P0108,0.4498714839458574
P0058,P0109,0.037939182886636405
P0058,P0110,0.05238065626101196
P0058,P0113,0.269129200091205
P0058,P0114,0.12682358062309557
P0058,P0115,0.08489729079866509
P0058,P0116,0.05661339468938498
P0058,P0117,0.10244905996724914
P0058,P0119,0.3896482391227743
P0058,P0121,0.37360860642994836
P0058,P0123,0.12630744356694237
P0058,P0124,0.14674564185477684
P0058,P0125,0.05064776236967022
P0058,P0126,0.05302530937130776
P0058,P0128,0.41788756918102105
P0058,P0130,0.051454096967435685
P0058,P0131,0.37110254337416826
P0058,P0133,0.09142880832452377
P0058,P0134,0.08257363762618411
P0058,P0135,0.03292291109591028
P0058,P0137,0.3883527143834339
P0058,P0138,0.14950044566051035
P0058,P0139,0.0795846029475779
P0058,P0140,0.07001637543270527
P0058,P0141,0.22536015587753663
P0058,P0142,0.09074684410173496
P0058,P0143,0.6497947888812885
P0058,P0144,0.2756731546545613
P0058,P0145,0.10466699832099993
P0058,P0146,0.13803764276682629
P0058,P0147,0.06356777149016438
P0058,P0148,0.04050743112990486
P0058,P0151,0.062004850444624095
P0058,P0152,0.08958605393528596
P0058,P0153,0.19248492009203408
P0058,P0154,0.12502228302551666
P0058,P0155,0.5633169579006281
P0058,P0156,0.13618452417967375
P0058,P0157,0.22246025330099706
P0058,P0158,0.6454024418050288
P0058,P0159,0.06867110254337418
P0058,P0161,0.5923812781128869
P0058,P0162,0.09090437991003877
P0058,P0163,0.09339904234811269
P0058,P0164,0.11674750741040152
P0058,P0166,0.06500632216072798
P0058,P0169,0.0777294115208424
P0058,P0172,0.04559210662686815
P0058,P0174,0.1363130402338163
P0058,P0176,0.04864125365337976
P0058,P0178,0.1920268225442033
P0058,P0180,0.08936633293949382
P0058,P0181,0.0698464025869038
P0058,P0182,0.07590323984826815
P0058,P0183,0.5712103310324814
P0058,P0185,0.08197976908567045
P0058,P0186,0.6353450241485812
P0058,P0187,0.2890180958895591
P0058,P0188,0.07609394108989906
P0058,P0189,0.06796633708517297
P0058,P0190,0.0976286715171113
P0058,P0191,0.08395207594884233
P0058,P0192,0.03885123230313207
P0058,P0193,0.07020707667433616
P0058,P0194,0.3759757892336712
P0058,P0195,0.3781315423999337
P0058,P0196,0.05957548245341293
P0058,P0197,0.09308707999087952
P0058,P0198,0.5819559314304666
P0058,P0199,0.08172999191592563
P0058,P0200,0.08311775801670708
P0059,P0023,0.13570155255684763
P0059,P0025,0.07391331384864126
P0059,P0027,0.9441628837344279
P0059,P0032,0.6157483987314222
P0059,P0033,0.8144342184358354
P0059,P0040,0.08516468710486497
P0059,P0043,0.3585888108119313
P0059,P0044,0.08118898078477707
P0059,P0049,0.6314066289409863
P0059,P0056,0.097827664117074
P0059,P0065,0.09211180896710403
P0059,P0075,0.6702609705034929
P0059,P0086,0.6324098832991315
P0059,P0107,0.619056650705802
P0059,P0109,0.040905416329830226
P0059,P0113,0.11616296664801112
P0059,P0114,0.42978981406628936
P0059,P0135,0.03588914453910411
P0059,P0142,0.6437130775449289
P0059,P0145,0.10763323176419377
P0059,P0147,0.0665340049333582
P0059,P0148,0.04347366457309868
P0059,P0154,0.12798851646871048
P0059,P0157,0.6194940198578033
P0059,P0159,0.6157048691001804
P0059,P0162,0.6438706133532326
P0059,P0166,0.9179725556039219
P0059,P0172,0.8985583400700621
P0059,P0174,0.6833468067906225
P0059,P0176,0.05160748709657359
P0059,P0178,0.5949930559873972
P0059,P0185,0.08494600252886428
P0059,P0192,0.04181746574632589
P0059,P0196,0.06254171589660676
P0060,P0003,0.08204299069295028
P0060,P0004,0.14636423937151505
P0060,P0006,0.38018987210579774
P0060,P0012,0.11652985925419232
P0060,P0018,0.6159950666417926
P0060,P0023,0.5730945422133781
P0060,P0024,0.09102460460584956
P0060,P0025,0.7365203241921108
P0060,P0027,0.09323010592210268
P0060,P0028,0.09995025185000933
P0060,P0032,0.40314138838795266
P0060,P0033,0.05182720809236573
P0060,P0034,0.7375971643554506
P0060,P0040,0.6225576767613955
P0060,P0043,0.5959818004684618
P0060,P0044,0.6437959911282466
P0060,P0045,0.35137325622370086
P0060,P0046,0.07471757560682378
P0060,P0049,0.4187996185975167
P0060,P0050,0.04235640403789151
P0060,P0056,0.5895653255394565
P0060,P0057,0.028849781315424008
P0060,P0059,0.08739298965653049
P0060,P0065,0.6795047986236346
P0060,P0071,0.08853719710631594
P0060,P0075,0.08286798084696226
P0060,P0076,0.07218249279688245
P0060,P0081,0.24049188483303277
P0060,P0083,0.11803266795182721
P0060,P0086,0.36980287295566194
P0060,P0087,0.3853284414319176
P0060,P0088,0.3739931181725846
P0060,P0098,0.08766660448147919
P0060,P0099,0.07766100781460523
P0060,P0107,0.08166366104927142
P0060,P0109,0.5282984059863607
P0060,P0110,0.09273987936073629
P0060,P0113,0.8787699769914807
P0060,P0114,0.5671828037228199
P0060,P0115,0.12525651389838943
P0060,P0119,0.4300074622224986
P0060,P0123,0.08594822046721806
P0060,P0124,0.08710486495450116
P0060,P0125,0.09100698546939452
P0060,P0126,0.04338453247103207
P0060,P0131,0.38074332027444396
P0060,P0135,0.5232821341956346
P0060,P0141,0.4350009327778123
P0060,P0142,0.08110606720145928
P0060,P0144,0.3660323777542856
P0060,P0145,0.5450262214207242
P0060,P0146,0.09767841966710197
P0060,P0147,0.6039269945898887
P0060,P0148,0.5808666542296292
P0060,P0154,0.565381506125241
P0060,P0157,0.4321010302012727
P0060,P0159,0.07831187944364987
P0060,P0162,0.13126360300976309
P0060,P0166,0.0553655452604523
P0060,P0172,0.08595132972659247
P0060,P0174,0.09595381713409201
P0060,P0176,0.5890004767531041
P0060,P0178,0.18238604564392763
P0060,P0185,0.5223389921853948
P0060,P0189,0.10832556018489731
P0060,P0190,0.08798789461683561
P0060,P0192,0.5792104554028564
P0060,P0196,0.5499347055531373
P0060,P0199,0.6413707688162014
P0060,P0200,0.023476981116431397
P0061,P0001,0.07512799784424684
P0061,P0002,0.0983365462346869
P0061,P0003,0.5898700329581494
P0061,P0004,0.638537197106316
P0061,P0005,0.049812408017743504
P0061,P0006,0.5723628298405986
P0061,P0007,0.0909292539850341
P0061,P0008,0.041736625002591045
P0061,P0009,0.17125904276268059
P0061,P0010,0.3985334659950666
P0061,P0011,0.029904856663142833
P0061,P0012,0.10870281698899323
P0061,P0013,0.08244719441162449
P0061,P0015,0.08936218726032792
P0061,P0016,0.09910038762100203
P0061,P0018,0.20816802437659349
P0061,P0019,0.048394585743009345
P0061,P0020,0.09955952158862426
P0061,P0021,0.42482329042555395
P0061,P0022,0.09604605849553305
P0061,P0023,0.06526749994817901
P0061,P0024,0.5988516468710486
P0061,P0025,0.09434736645730989
P0061,P0026,0.10955475405758348
P0061,P0027,0.3854030636569036
P0061,P0028,0.09212320958481024
P0061,P0029,0.0928290114628029
P0061,P0030,0.04545115353522792
P0061,P0031,0.07045374458470659
P0061,P0032,0.09531434612275357
P0061,P0033,0.19400016582716664
P0061,P0034,0.02977012209025144
P0061,P0035,0.08660531061501152
P0061,P0036,0.08866364032087558
P0061,P0038,0.1418102108077856
P0061,P0039,0.22907572082996497
P0061,P0040,0.11473063449619635
P0061,P0042,0.10936197997636964
P0061,P0043,0.3881547582032626
P0061,P0044,0.1483769666065543
P0061,P0045,0.04354621395850175
P0061,P0046,0.06689053334162469
P0061,P0047,0.08711108347325001
P0061,P0048,0.1418247206848662
P0061,P0049,0.11097257633231765
P0061,P0050,0.5345293617726924
P0061,P0051,0.06794457226955207
P0061,P0052,0.058190825612005885
P0061,P0053,0.3928134651659308
P0061,P0054,0.09655597703293742
P0061,P0055,0.058891445391041186
P0061,P0056,0.08173828327425742
P0061,P0057,0.17102273905022491
P0061,P0058,0.08253218083452524
P0061,P0059,0.37956594739133137
P0061,P0060,0.14217295773480093
P0061,P0062,0.06876852600377258
P0061,P0063,0.08669858839624402
P0061,P0064,0.07730966150529611
P0061,P0065,0.02167775635843542
P0061,P0066,0.12858342142901563
P0061,P0067,0.030816906079638495
P0061,P0068,0.08399871483945856
P0061,P0069,0.12375992371950334
P0061,P0070,0.06883382045063534
P0061,P0071,0.09636423937151505
P0061,P0072,0.32159898845428353
P0061,P0073,0.07525236821922353
P0061,P0074,0.3385651804406857
P0061,P0075,0.09069502311216136
P0061,P0076,0.06435545053168336
P0061,P0078,0.09703376655680618
P0061,P0079,0.02772837510105093
P0061,P0080,0.07074394212631885
P0061,P0081,0.08266484256783369
P0061,P0082,0.12482950894430281
P0061,P0083,0.26020562568662814
P0061,P0084,0.13614721306718075
P0061,P0085,0.09627303442986547
P0061,P0086,0.06197583069046286
P0061,P0087,0.0775013991667185
P0061,P0088,0.5661660759073855
P0061,P0090,0.09403851335945113
P0061,P0091,0.04231287440664967
P0061,P0092,0.07061128039301039
P0061,P0093,0.08976639097900213
P0061,P0094,0.0400451879029082
P0061,P0095,0.12615819911697035
P0061,P0096,0.22433720954335346
P0061,P0097,0.07989967456418548
P0061,P0098,0.5798395622162801
P0061,P0099,0.08548805007980433
P0061,P0101,0.09557448749041311
P0061,P0102,0.24376075285533652
P0061,P0103,0.10455921066268681
P0061,P0104,0.25282424393176217
P0061,P0105,0.07998051530792033
P0061,P0106,0.13323694629272642
P0061,P0107,0.08949070331447051
P0061,P0108,0.0826606968886678
P0061,P0109,0.02047136372116162
P0061,P0110,0.08491283709553718
P0061,P0112,0.036168977882801656
P0061,P0113,0.08659701925667973
P0061,P0114,0.35935576145762077
P0061,P0115,0.6174294716331904
P0061,P0116,0.0891455755239102
P0061,P0117,0.03498124080177435
P0061,P0118,0.10470430943349295
P0061,P0119,0.12218041995729952
P0061,P0120,0.055840225524946635
P0061,P0121,0.09107642559542317
P0061,P0122,0.6021091142756463
P0061,P0123,0.09377526273241715
P0061,P0124,0.8792778226893021
P0061,P0125,0.08317994320419543
P0061,P0126,0.18555749020583298
P0061,P0127,0.14373587878034122
P0061,P0128,0.05041975001554631
P0061,P0129,0.9188586945256308
P0061,P0130,0.03398627780196091
P0061,P0131,0.588570362539643
P0061,P0132,0.08667786000041458
P0061,P0133,0.09110337251000145
P0061,P0134,0.36510581846070933
P0061,P0135,0.015455091930435505
P0061,P0136,0.093443608399146
P0061,P0137,0.14417946645109136
P0061,P0138,0.23303173517401488
P0061,P0139,0.062116783782103106
P0061,P0140,0.08748419459818005
P0061,P0141,0.14282797504301142
P0061,P0142,0.07327902493626018
P0061,P0143,0.23232696971581368
P0061,P0144,0.05820533548908651
P0061,P0145,0.037199179155525154
P0061,P0146,0.5944945380676989
P0061,P0147,0.0960999523246896
P0061,P0148,0.0730396119644301
P0061,P0150,0.0871338847086624
P0061,P0151,0.19453703127914931
P0061,P0152,0.14294612689923927
P0061,P0153,0.07501710092655929
P0061,P0154,0.05755446386004187
P0061,P0155,0.04584913873515328
P0061,P0156,0.3963476566548515
P0061,P0157,0.13992807246647182
P0061,P0158,0.12793462263955394
P0061,P0159,0.08613892170884896
P0061,P0160,0.09156768857658107
P0061,P0161,0.02491345894741206
P0061,P0162,0.123436560744564
P0061,P0163,0.025931223182637898
P0061,P0164,0.04927968824492673
P0061,P0165,0.5758337997222396
P0061,P0166,0.3475385029952532
P0061,P0168,0.5922465435399955
P0061,P0169,0.21026159235536762
P0061,P0170,0.04964865369069088
P0061,P0171,0.09574964243517194
P0061,P0172,0.22812428746139338
P0061,P0174,0.09621914060070891
P0061,P0175,0.031078083867089525
P0061,P0176,0.08117343448790498
P0061,P0177,0.041195613871442494
P0061,P0178,0.02455900337872853
P0061,P0179,0.10840432808904919
P0061,P0180,0.1431658478950314
P0061,P0181,0.1373142217523786
P0061,P0182,0.09337105901374293
P0061,P0183,0.4037425118670066
P0061,P0184,0.09414630101776424
P0061,P0185,0.014511949920195678
P0061,P0186,0.14718715668594406
P0061,P0187,0.0935140849449661
P0061,P0188,0.10862612192442428
P0061,P0189,0.7504985179196982
P0061,P0190,0.08016085235163652
P0061,P0191,0.11648425678336755
P0061,P0192,0.07138341313765728
P0061,P0193,0.052739257508861395
P0061,P0194,0.05850797006819641
P0061,P0195,0.09559936156540845
P0061,P0196,0.04210766328793816
P0061,P0197,0.08944510084364571
P0061,P0198,0.11448811226499182
P0061,P0199,0.09919781108140041
P0061,P0200,0.5156499388512323
P0062,P0001,0.14364052815952574
P0062,P0002,0.07956802023091435
P0062,P0003,0.05863855896192194
P0062,P0004,0.08023132889745663
P0062,P0005,0.631043882013971
P0062,P0006,0.14640569616317395
P0062,P0007,0.6778392720187385
P0062,P0008,0.7229680989988185
P0062,P0009,0.052490516758908035
P0062,P0010,0.07976493999129408
P0062,P0011,0.11113633065937029
P0062,P0012,0.08993429098522066
P0062,P0013,0.6363213315921481
P0062,P0015,0.6294063387434446
P0062,P0016,0.5678689136247745
P0062,P0018,0.08939949837282093
P0062,P0019,0.6296260597392368
P0062,P0020,0.5807909955848517
P0062,P0021,0.0939452355782186
P0062,P0022,0.07727753249176048
P0062,P0023,0.3964989739444064
P0062,P0024,0.3676201728748212
P0062,P0025,0.11311589246108245
P0062,P0027,0.13336546234686897
P0062,P0028,0.27664531641896234
P0062,P0030,0.12668262753145534
P0062,P0032,0.076545820118981
P0062,P0033,0.07523163982339408
P0062,P0034,0.11100159608647887
P0062,P0035,0.13216321538876108
P0062,P0038,0.5605787368115581
P0062,P0040,0.09596210849242379
P0062,P0042,0.5905934539725971
P0062,P0043,0.06938623219949008
P0062,P0044,0.07039155939721824
P0062,P0045,0.1247776879547292
P0062,P0046,0.09812200733785213
P0062,P0047,0.10587960947702257
P0062,P0049,0.09220405032854508
P0062,P0050,0.11576083576891985
P0062,P0051,0.5991760462657796
P0062,P0052,0.9394222996082334
P0062,P0054,0.07778745102916486
P0062,P0055,0.14012291938726862
P0062,P0056,0.13703024272951517
P0062,P0057,0.10225421304645235
P0062,P0059,0.08920257861244119
P0062,P0060,0.07659556826897167
P0062,P0063,0.6054671144000167
P0062,P0065,0.05290923035466286
P0062,P0067,0.5620483800758659
P0062,P0069,0.09500860228426923
P0062,P0070,0.6000652944468629
P0062,P0071,0.0651327653752876
P0062,P0072,0.10283046245051096
P0062,P0073,0.6435161577845491
P0062,P0075,0.05946354911593393
P0062,P0076,0.3955869245279108
P0062,P0078,0.6658022925605789
P0062,P0081,0.08610368343593888
P0062,P0082,0.9439390170594699
P0062,P0083,0.09143709968285554
P0062,P0085,0.1224954915739071
P0062,P0086,0.1432073046866903
P0062,P0087,0.14126712683705409
P0062,P0088,0.04739754990361297
P0062,P0092,0.6481572456107623
P0062,P0094,0.5712766618991356
P0062,P0095,0.9426103268868024
P0062,P0096,0.5555686835395809
P0062,P0097,0.0888688514395871
P0062,P0098,0.3889289637874925
P0062,P0099,0.1042565760835769
P0062,P0102,0.6750077731484361
P0062,P0103,0.08579068465891426
P0062,P0104,0.6340557179279896
P0062,P0105,0.08878801069585224
P0062,P0106,0.7355315797110462
P0062,P0107,0.2582592293182431
P0062,P0108,0.6361078291151048
P0062,P0109,0.401702837717389
P0062,P0110,0.3661443110917646
P0062,P0113,0.0553655452604523
P0062,P0114,0.09058723545384822
P0062,P0115,0.09866094562941774
P0062,P0116,0.5703770495201377
P0062,P0117,0.5662127147980018
P0062,P0119,0.09658810604647305
P0062,P0121,0.10984495159919574
P0062,P0123,0.2125437887361897
P0062,P0124,0.08949070331447051
P0062,P0125,0.36441141720042286
P0062,P0126,0.11678896420206042
P0062,P0128,0.08165122401177374
P0062,P0130,0.9152177517981884
P0062,P0131,0.10733888854341563
P0062,P0133,0.6276651534937712
P0062,P0134,0.6463372924569368
P0062,P0135,0.09668656592666294
P0062,P0137,0.5745890595526812
P0062,P0138,0.08573679082975769
P0062,P0139,0.14334825777833055
P0062,P0140,0.10625272060195262
P0062,P0141,0.061596501046783984
P0062,P0142,0.2954895010675124
P0062,P0143,0.08644155628795887
P0062,P0144,0.08943680948531395
P0062,P0145,0.06843065315175259
P0062,P0146,0.07427398793607363
P0062,P0147,0.07733142632091704
P0062,P0148,0.3542710859606575
P0062,P0151,0.6257685052753768
P0062,P0152,0.8758223991045333
P0062,P0153,0.056248574922786725
P0062,P0154,0.08878593785626931
P0062,P0155,0.27708061273138074
P0062,P0156,0.0724208693489211
P0062,P0157,0.05869659847024439
P0062,P0159,0.10490744771262152
P0062,P0161,0.056144932943639494
P0062,P0162,0.39533196525920855
P0062,P0163,0.5571626971788654
P0062,P0164,0.6305111622411542
P0062,P0166,0.12876997699148063
P0062,P0169,0.14149306635159506
P0062,P0172,0.05935576145762081
P0062,P0174,0.07254938540306366
P0062,P0176,0.3624049084841324
P0062,P0178,0.10579047737495596
P0062,P0180,0.6256026781087413
P0062,P0181,0.9060827477561513
P0062,P0182,0.11213958501751549
P0062,P0183,0.08497398586323406
P0062,P0185,0.04574342391642311
P0062,P0187,0.07525444105880646
P0062,P0188,0.0898575959206517
P0062,P0189,0.08172999191592563
P0062,P0190,0.13860767365213605
P0062,P0191,0.09771573077959497
P0062,P0192,0.052614887133884715
P0062,P0193,0.4339707315050888
P0062,P0194,0.639739444064424
P0062,P0195,0.614367887569181
P0062,P0196,0.1233391372841656
P0062,P0198,0.09571958626121925
P0062,P0199,0.267966337085173
P0062,P0200,0.04688141284745974
P0063,P0001,0.2618265862404909
P0063,P0002,0.03503513463093091
P0063,P0003,0.09682855543809465
P0063,P0004,0.07523578550255995
P0063,P0006,0.4090614182368426
P0063,P0009,0.007957631158924606
P0063,P0010,0.035232054391310656
P0063,P0011,0.3666034450593868
P0063,P0012,0.04540140538523723
P0063,P0018,0.044866612772837516
P0063,P0021,0.061521878821797986
P0063,P0022,0.03274464689177704
P0063,P0023,0.051966088344423025
P0063,P0024,0.08784694152519537
P0063,P0025,0.29235122193893415
P0063,P0027,0.1221016520531476
P0063,P0028,0.12882179798105425
P0063,P0030,0.08214974193147193
P0063,P0032,0.33201293451899755
P0063,P0033,0.030698754223410642
P0063,P0034,0.21646871048649546
P0063,P0035,0.12330389901125552
P0063,P0040,0.05142922289244037
P0063,P0043,0.024853346599506655
P0063,P0044,0.08507555500279834
P0063,P0045,0.2302448023547458
P0063,P0046,0.0535891217378687
P0063,P0047,0.149587504922994
P0063,P0049,0.19767116472856167
P0063,P0050,0.07122795016893642
P0063,P0054,0.03325456542918144
P0063,P0055,0.0955900337872852
P0063,P0056,0.11843687167050142
P0063,P0057,0.05772132744646892
P0063,P0059,0.06626453578757541
P0063,P0060,0.3788715461310449
P0063,P0065,0.15837634475467943
P0063,P0069,0.21045851211574734
P0063,P0071,0.09033434902472898
P0063,P0072,0.058297576850527534
P0063,P0075,0.09600356528408266
P0063,P0076,0.05105403892792737
P0063,P0081,0.21936343096407768
P0063,P0083,0.046904214082872125
P0063,P0085,0.2829716228261095
P0063,P0086,0.39867441908670687
P0063,P0087,0.26419998756296253
P0063,P0088,0.15286466430362952
P0063,P0097,0.06659826296042948
P0063,P0098,0.06653815061252409
P0063,P0099,0.14878946168356033
P0063,P0103,0.04125779905893084
P0063,P0105,0.21667910370416432
P0063,P0107,0.14720788508177352
P0063,P0109,0.05716995211740564
P0063,P0110,0.02161142549178119
P0063,P0113,0.3998984308604357
P0063,P0114,0.04605434985386481
P0063,P0115,0.05412806002943432
P0063,P0119,0.2088790083535435
P0063,P0121,0.44562216280082084
