store_id,product_id,stock_level
S005,P1301,61
S005,P1327,61
S005,P1267,62
S005,P1201,63
S005,P1348,63
S005,P1061,64
S005,P1218,64
S005,P1299,64
S005,P1044,65
S005,P1122,65
S005,P1142,66
S005,P1334,66
S005,P1312,67
S005,P1020,68
S005,P1170,68
S005,P1005,69
S005,P1051,69
S005,P1324,69
S005,P1320,70
S005,P1085,71
S005,P1074,72
S005,P1102,72
S005,P1205,72
S005,P1346,72
S005,P1073,73
S005,P1191,73
S005,P1328,73
S005,P1330,74
S005,P1184,75
S005,P1304,75
S005,P1273,76
S005,P1063,77
S005,P1071,77
S005,P1226,77
S005,P1269,77
S005,P1081,78
S005,P1016,79
S005,P1187,79
S005,P1318,79
S005,P1278,80
S005,P1310,81
S005,P1000,82
S005,P1234,82
S005,P1266,82
S005,P1281,82
S005,P1021,83
S005,P1230,84
S005,P1023,85
S005,P1219,85
S005,P1357,86
S005,P1116,87
S005,P1036,88
S005,P1027,89
S005,P1120,89
S005,P1209,89
S005,P1316,90
S005,P1207,92
S005,P1181,93
S005,P1258,93
S005,P1098,94
S005,P1210,95
S005,P1213,95
S005,P1336,95
S005,P1007,97
S005,P1086,97
S005,P1042,98
S005,P1240,98
S005,P1271,98
S005,P1296,99
S005,P1326,99
S005,P1028,100
S005,P1211,101
S005,P1025,102
S005,P1180,103
S005,P1235,104
S005,P1279,104
S005,P1075,105
S005,P1087,107
S005,P1197,107
S005,P1349,107
S005,P1019,110
S005,P1149,110
S005,P1250,111
S005,P1009,112
S005,P1159,112
S005,P1276,112
S005,P1309,112
S005,P1055,115
S005,P1080,115
S005,P1093,115
S005,P1294,116
S005,P1157,118
S005,P1221,118
S005,P1152,120
S005,P1308,120
S005,P1108,121
S005,P1136,121
S005,P1163,121
S005,P1302,121
S005,P1358,121
S005,P1104,122
S005,P1113,122
S005,P1135,123
S005,P1274,123
S005,P1186,124
S005,P1353,124
S005,P1064,125
S005,P1083,125
S005,P1252,125
S005,P1043,126
S005,P1253,127
S005,P1343,127
S005,P1332,128
S005,P1162,129
S005,P1290,130
S005,P1233,131
S005,P1088,132
S005,P1262,132
S005,P1275,132
S005,P1062,133
S005,P1242,135
S005,P1247,135
S005,P1300,135
S005,P1018,137
S005,P1134,137
S005,P1176,137
S005,P1293,137
S005,P1168,138
S005,P1216,138
S005,P1084,139
S005,P1214,139
S005,P1220,139
S005,P1307,139
S005,P1342,139
S005,P1001,140
S005,P1015,140
S005,P1031,140
S005,P1076,141
S005,P1112,141
S005,P1147,141
S005,P1265,141
S005,P1351,141
S005,P1356,141
S005,P1115,142
S005,P1125,143
S005,P1174,143
S005,P1179,143
S005,P1161,144
S005,P1002,145
S005,P1198,145
S005,P1231,145
S005,P1344,145
S005,P1254,146
S005,P1257,146
S005,P1338,146
S005,P1017,147
S005,P1054,147
S005,P1067,149
S005,P1206,149
S005,P1229,150
S005,P1032,151
S005,P1107,151
S005,P1127,153
S005,P1148,153
S005,P1169,154
S005,P1096,155
S005,P1237,155
S005,P1329,155
S005,P1038,156
S005,P1192,156
S005,P1160,157
S005,P1354,157
S005,P1263,158
S005,P1303,158
S005,P1126,159
S005,P1277,159
S005,P1089,160
S005,P1095,160
S005,P1103,161
S005,P1003,162
S005,P1106,162
S005,P1182,162
S005,P1070,163
S005,P1131,163
S005,P1322,164
S005,P1337,164
S005,P1033,165
S005,P1259,165
S005,P1030,166
S005,P1114,166
S005,P1156,166
S005,P1289,166
S005,P1350,166
S005,P1012,168
S005,P1256,168
S005,P1029,169
S005,P1124,169
S005,P1189,169
S005,P1151,171
S005,P1141,173
S005,P1183,173
S005,P1057,174
S005,P1011,176
S005,P1099,176
S005,P1313,176
S005,P1284,177
S005,P1355,177
S005,P1164,178
S005,P1188,178
S005,P1138,179
S005,P1010,180
S005,P1072,182
S005,P1078,182
S005,P1280,183
S005,P1128,184
S005,P1100,185
S005,P1190,185
S005,P1053,186
S005,P1150,186
S005,P1317,186
S005,P1340,186
S005,P1203,187
S005,P1101,189
S005,P1306,189
S005,P1146,190
S005,P1223,190
S005,P1056,191
S005,P1082,191
S005,P1035,192
S005,P1079,192
S005,P1331,192
S005,P1050,193
S005,P1066,193
S005,P1311,194
S005,P1026,195
S005,P1040,195
S005,P1286,195
S005,P1105,196
S005,P1041,197
S005,P1255,197
S005,P1094,198
S005,P1119,198
S005,P1132,198
S005,P1305,198
S005,P1154,199
S005,P1158,200
S005,P1261,200
S005,P1345,200
S006,P1037,0
S006,P1187,1
S006,P1060,2
S006,P1268,2
S006,P1291,2
S006,P1218,4
S006,P1276,4
S006,P1316,4
S006,P1115,5
S006,P1120,5
S006,P1160,5
S006,P1184,5
S006,P1073,8
S006,P1173,8
S006,P1299,8
S006,P1322,8
S006,P1102,9
S006,P1341,9
S006,P1343,9
S006,P1006,12
S006,P1047,12
S006,P1055,12
S006,P1171,12
S006,P1326,12
S006,P1000,13
S006,P1212,13
S006,P1311,13
S006,P1034,14
S006,P1081,14
S006,P1233,15
S006,P1314,15
S006,P1050,16
S006,P1306,16
S006,P1267,19
S006,P1213,20
S006,P1258,20
S006,P1277,22
S006,P1026,23
S006,P1256,23
S006,P1301,25
S006,P1028,26
S006,P1036,26
S006,P1200,26
S006,P1304,26
S006,P1127,27
S006,P1189,27
S006,P1247,27
S006,P1159,28
S006,P1312,29
S006,P1072,30
S006,P1246,32
S006,P1074,34
S006,P1143,34
S006,P1161,34
S006,P1135,35
S006,P1227,37
S006,P1324,37
S006,P1040,38
S006,P1168,38
S006,P1024,41
S006,P1231,41
S006,P1265,41
S006,P1096,42
S006,P1358,42
S006,P1154,43
S006,P1237,43
S006,P1356,43
S006,P1130,45
S006,P1001,46
S006,P1046,46
S006,P1064,46
S006,P1123,46
S006,P1219,46
S006,P1010,47
S006,P1146,48
S006,P1186,48
S006,P1260,48
S006,P1292,48
S006,P1005,50
S006,P1025,50
S006,P1241,50
S006,P1109,51
S006,P1235,51
S006,P1272,51
S006,P1063,53
S006,P1104,53
S006,P1043,55
S006,P1103,55
S006,P1122,55
S006,P1126,55
S006,P1129,56
S006,P1149,56
S006,P1172,56
S006,P1245,56
S006,P1321,57
S006,P1048,58
S006,P1223,59
S006,P1101,60
S006,P1092,61
S006,P1166,61
S006,P1012,62
S006,P1070,62
S006,P1282,62
S006,P1327,62
S006,P1094,63
S006,P1253,63
S006,P1004,65
S006,P1305,65
S006,P1320,65
S006,P1222,66
S006,P1283,66
S006,P1065,67
S006,P1274,68
S006,P1296,69
S006,P1309,69
S006,P1338,69
S006,P1192,70
S006,P1236,70
S006,P1317,70
S006,P1225,71
S006,P1124,72
S006,P1086,73
S006,P1044,74
S006,P1022,75
S006,P1293,76
S006,P1221,77
S006,P1152,78
S006,P1206,78
S006,P1250,78
S006,P1176,79
S006,P1208,79
S006,P1226,79
S006,P1298,79
S006,P1016,80
S006,P1318,80
S006,P1053,81
S006,P1174,82
S006,P1333,82
S006,P1052,83
S006,P1140,83
S006,P1302,83
S006,P1011,85
S006,P1175,85
S006,P1083,86
S006,P1182,86
S006,P1210,86
S006,P1248,86
S006,P1139,87
S006,P1204,87
S006,P1008,88
S006,P1042,88
S006,P1337,88
S006,P1348,88
S006,P1354,88
S006,P1058,89
S006,P1134,89
S006,P1138,89
S006,P1352,89
S006,P1132,90
S006,P1263,91
S006,P1331,91
S006,P1003,92
S006,P1355,92
S006,P1332,93
S006,P1029,94
S006,P1150,94
S006,P1091,95
S006,P1056,96
S006,P1147,96
S006,P1284,96
S006,P1266,97
S006,P1061,99
S006,P1141,100
S006,P1202,100
S006,P1351,101
S006,P1098,102
S006,P1350,102
S006,P1205,103
S006,P1216,103
S006,P1278,103
S006,P1203,104
S006,P1249,104
S006,P1125,105
S006,P1342,105
S006,P1032,106
S006,P1158,106
S006,P1295,106
S006,P1080,108
S006,P1057,109
S006,P1201,109
S006,P1153,110
S006,P1039,111
S006,P1323,111
S006,P1017,112
S006,P1033,112
S006,P1198,112
S006,P1105,113
S006,P1255,113
S006,P1270,113
S006,P1144,114
S006,P1165,114
S006,P1271,114
S006,P1238,115
S006,P1307,115
S006,P1334,117
S006,P1076,118
S006,P1110,118
S006,P1180,118
S006,P1179,119
S006,P1257,119
S006,P1259,119
S006,P1328,119
S006,P1023,120
S006,P1230,120
S006,P1007,121
S006,P1197,121
S006,P1275,121
S006,P1281,121
S006,P1020,122
S006,P1069,122
S006,P1071,122
S006,P1261,123
S006,P1014,124
S006,P1088,125
S006,P1121,125
S006,P1303,125
S006,P1345,125
S006,P1087,126
S006,P1089,126
S006,P1196,127
S006,P1090,128
S006,P1181,128
S006,P1021,129
S006,P1059,129
S006,P1099,129
S006,P1286,129
S006,P1068,131
S006,P1220,131
S006,P1038,132
S006,P1167,134
S006,P1116,135
S006,P1215,135
S006,P1294,135
S006,P1077,136
S006,P1079,136
S006,P1346,136
S006,P1041,137
S006,P1108,137
S006,P1018,138
S006,P1288,139
S006,P1279,140
S006,P1066,141
S006,P1067,141
S006,P1119,142
S006,P1319,143
S006,P1195,145
S006,P1170,147
S006,P1178,148
S006,P1111,149
S006,P1193,150
S006,P1019,151
S006,P1049,151
S006,P1095,151
S006,P1133,151
S006,P1349,151
S006,P1009,152
S006,P1027,152
S006,P1112,152
S006,P1209,152
S006,P1232,152
S006,P1289,152
S006,P1107,154
S006,P1329,154
S006,P1128,156
S006,P1185,156
S006,P1244,156
S006,P1269,156
S006,P1287,156
S006,P1114,158
S006,P1131,158
S006,P1145,158
S006,P1211,158
S006,P1164,159
S006,P1313,159
S006,P1002,161
S006,P1162,161
S006,P1054,162
S006,P1194,162
S006,P1297,162
S006,P1280,163
S006,P1155,164
S006,P1234,164
S006,P1183,165
S006,P1300,165
S006,P1136,166
S006,P1169,166
S006,P1315,166
S006,P1252,167
S006,P1190,168
S006,P1344,168
S006,P1030,169
S006,P1085,169
S006,P1015,170
S006,P1148,171
S006,P1177,171
S006,P1082,172
S006,P1163,173
S006,P1214,173
S006,P1262,173
S006,P1330,173
S006,P1336,173
S006,P1310,174
S006,P1339,174
S006,P1340,174
S006,P1078,175
S006,P1308,175
S006,P1045,176
S006,P1240,177
S006,P1357,177
S006,P1035,178
S006,P1151,178
S006,P1106,179
S006,P1137,180
S006,P1097,181
S006,P1325,181
S006,P1031,182
S006,P1243,182
S006,P1117,183
S006,P1239,183
S006,P1290,183
S006,P1285,184
S006,P1359,185
S006,P1051,186
S006,P1242,186
S006,P1229,187
S006,P1142,188
S006,P1157,188
S006,P1217,188
S006,P1228,188
S006,P1199,189
S006,P1075,190
S006,P1224,190
S006,P1264,190
S006,P1347,190
S006,P1188,191
S006,P1353,191
S006,P1100,192
S006,P1156,192
S006,P1013,194
S006,P1062,195
S006,P1191,196
S006,P1207,196
S006,P1251,196
S006,P1093,197
S006,P1113,197
S006,P1118,197
S006,P1084,198
S006,P1335,198
S006,P1273,199
S006,P1254,200
S007,P1299,1
S007,P1117,2
S007,P1338,2
S007,P1083,3
S007,P1241,3
S007,P1195,4
S007,P1032,5
S007,P1120,5
S007,P1217,5
S007,P1050,6
S007,P1138,6
S007,P1158,7
S007,P1224,7
S007,P1328,7
S007,P1179,8
S007,P1326,8
S007,P1359,8
S007,P1039,9
S007,P1248,9
S007,P1280,9
S007,P1219,11
S007,P1307,11
S007,P1270,13
S007,P1097,15
S007,P1271,15
S007,P1026,16
S007,P1192,17
S007,P1255,17
S007,P1024,18
S007,P1121,18
S007,P1170,18
S007,P1264,18
S007,P1151,20
S007,P1288,20
S007,P1101,21
S007,P1048,22
S007,P1076,23
S007,P1088,23
S007,P1161,23
S007,P1293,24
S007,P1061,26
S007,P1105,26
S007,P1330,26
S007,P1087,27
S007,P1081,29
S007,P1215,29
S007,P1003,31
S007,P1036,31
S007,P1112,32
S007,P1122,32
S007,P1134,32
S007,P1062,33
S007,P1254,33
S007,P1257,33
S007,P1126,34
S007,P1085,35
S007,P1150,36
S007,P1206,36
S007,P1285,36
S007,P1334,36
S007,P1183,37
S007,P1068,38
S007,P1133,39
S007,P1092,40
S007,P1339,40
S007,P1203,42
S007,P1208,42
S007,P1243,42
S007,P1284,42
S007,P1013,44
S007,P1104,44
S007,P1107,45
S007,P1344,45
S007,P1037,46
S007,P1213,46
S007,P1086,47
S007,P1155,47
S007,P1141,48
S007,P1296,48
S007,P1223,49
S007,P1225,49
S007,P1057,50
S007,P1035,51
S007,P1129,51
S007,P1197,51
S007,P1211,52
S007,P1060,54
S007,P1295,54
S007,P1119,55
S007,P1267,55
S007,P1166,56
S007,P1266,56
S007,P1140,57
S007,P1263,57
S007,P1202,59
S007,P1256,59
S007,P1306,59
S007,P1168,60
S007,P1272,60
S007,P1283,61
S007,P1077,62
S007,P1152,63
S007,P1028,64
S007,P1042,66
S007,P1144,66
S007,P1249,66
S007,P1352,66
S007,P1034,67
S007,P1103,67
S007,P1186,67
S007,P1071,69
S007,P1160,69
S007,P1209,69
S007,P1320,70
S007,P1066,72
S007,P1111,74
S007,P1262,74
S007,P1064,75
S007,P1162,76
S007,P1351,76
S007,P1031,78
S007,P1205,80
S007,P1347,80
S007,P1084,81
S007,P1091,81
S007,P1240,81
S007,P1308,82
S007,P1018,84
S007,P1154,84
S007,P1165,84
S007,P1227,84
S007,P1327,84
S007,P1116,85
S007,P1282,85
S007,P1073,87
S007,P1304,87
S007,P1343,87
S007,P1172,88
S007,P1180,89
S007,P1274,89
S007,P1041,90
S007,P1043,91
S007,P1231,91
S007,P1358,91
S007,P1016,92
S007,P1074,93
S007,P1289,93
S007,P1095,94
S007,P1184,95
S007,P1131,96
S007,P1317,96
S007,P1125,97
S007,P1230,97
S007,P1011,98
S007,P1033,98
S007,P1110,98
S007,P1130,98
S007,P1175,98
S007,P1069,99
S007,P1100,100
S007,P1236,101
S007,P1258,101
S007,P1265,101
S007,P1276,101
S007,P1000,102
S007,P1059,102
S007,P1072,102
S007,P1234,102
S007,P1314,102
S007,P1128,103
S007,P1185,103
S007,P1245,103
S007,P1250,103
S007,P1214,104
S007,P1275,104
S007,P1291,104
S007,P1055,105
S007,P1176,105
S007,P1318,107
S007,P1259,108
S007,P1300,108
S007,P1012,109
S007,P1029,109
S007,P1332,109
S007,P1080,110
S007,P1169,112
S007,P1247,113
S007,P1341,114
S007,P1159,115
S007,P1046,117
S007,P1094,117
S007,P1354,117
S007,P1010,118
S007,P1114,118
S007,P1149,118
S007,P1052,119
S007,P1198,119
S007,P1030,120
S007,P1287,121
S007,P1311,122
S007,P1340,122
S007,P1124,123
S007,P1173,123
S007,P1096,124
S007,P1187,124
S007,P1268,124
S007,P1023,125
S007,P1199,125
S007,P1113,126
S007,P1233,128
S007,P1038,129
S007,P1136,129
S007,P1218,129
S007,P1261,129
S007,P1336,129
S007,P1009,130
S007,P1204,131
S007,P1232,131
S007,P1333,131
S007,P1008,133
S007,P1139,133
S007,P1148,133
S007,P1178,133
S007,P1001,136
S007,P1157,136
S007,P1063,137
S007,P1065,137
S007,P1118,138
S007,P1132,138
S007,P1235,138
S007,P1323,138
S007,P1325,138
S007,P1182,139
S007,P1193,139
S007,P1322,139
S007,P1355,140
S007,P1054,141
S007,P1153,141
S007,P1006,142
S007,P1014,142
S007,P1075,142
S007,P1212,142
S007,P1342,142
S007,P1143,143
S007,P1228,143
S007,P1229,143
S007,P1310,143
S007,P1238,144
S007,P1281,146
S007,P1135,147
S007,P1167,147
S007,P1027,149
S007,P1099,149
S007,P1004,150
S007,P1137,151
S007,P1194,151
S007,P1040,152
S007,P1222,152
S007,P1019,153
S007,P1156,153
S007,P1190,153
S007,P1196,153
S007,P1252,153
S007,P1349,153
S007,P1102,154
S007,P1292,154
S007,P1315,154
S007,P1164,155
S007,P1348,155
S007,P1022,157
S007,P1237,157
S007,P1298,158
S007,P1201,159
S007,P1226,159
S007,P1049,160
S007,P1216,160
S007,P1106,161
S007,P1174,161
S007,P1244,161
S007,P1286,162
S007,P1305,162
S007,P1312,163
S007,P1353,163
S007,P1177,164
S007,P1210,164
S007,P1242,164
S007,P1319,164
S007,P1189,166
S007,P1220,166
S007,P1277,166
S007,P1345,166
S007,P1147,167
S007,P1302,167
S007,P1316,168
S007,P1356,168
S007,P1278,169
S007,P1357,169
S007,P1123,171
S007,P1146,171
S007,P1093,172
S007,P1020,173
S007,P1070,173
S007,P1290,173
S007,P1005,174
S007,P1025,174
S007,P1053,174
S007,P1067,174
S007,P1188,175
S007,P1191,175
S007,P1294,175
S007,P1335,175
S007,P1079,177
S007,P1098,177
S007,P1163,177
S007,P1045,178
S007,P1337,178
S007,P1350,178
S007,P1056,180
S007,P1331,180
S007,P1109,182
S007,P1142,184
S007,P1181,184
S007,P1321,184
S007,P1301,185
S007,P1017,186
S007,P1145,186
S007,P1051,187
S007,P1108,187
S007,P1171,187
S007,P1200,187
S007,P1207,187
S007,P1239,187
S007,P1273,187
S007,P1047,189
S007,P1007,190
S007,P1058,190
S007,P1297,190
S007,P1329,190
S007,P1002,191
S007,P1090,191
S007,P1115,191
S007,P1269,191
S007,P1303,191
S007,P1309,192
S007,P1324,193
S007,P1021,194
S007,P1082,195
S007,P1127,195
S007,P1246,195
S007,P1251,195
S007,P1260,195
S007,P1313,195
S007,P1015,197
S007,P1346,197
S007,P1221,198
S007,P1279,198
S007,P1078,199
S007,P1089,199
S007,P1044,200
S007,P1253,200
S008,P1103,0
S008,P1288,0
S008,P1314,0
S008,P1230,1
S008,P1086,2
S008,P1138,2
S008,P1289,2
S008,P1299,2
S008,P1310,2
S008,P1079,3
S008,P1229,3
S008,P1257,4
S008,P1352,5
S008,P1354,5
S008,P1055,6
S008,P1121,7
S008,P1348,7
S008,P1021,8
S008,P1033,8
S008,P1231,8
S008,P1206,9
S008,P1216,9
S008,P1156,10
S008,P1175,11
S008,P1080,13
S008,P1250,13
S008,P1150,14
S008,P1253,14
S008,P1032,15
S008,P1266,15
S008,P1142,16
S008,P1137,18
S008,P1286,18
S008,P1337,18
S008,P1157,20
S008,P1241,21
S008,P1047,22
S008,P1236,22
S008,P1058,23
S008,P1270,23
S008,P1284,25
S008,P1056,26
S008,P1044,28
S008,P1114,28
S008,P1277,29
S008,P1318,29
S008,P1024,30
S008,P1350,31
S008,P1028,32
S008,P1188,32
S008,P1201,33
S008,P1045,34
S008,P1068,34
S008,P1353,34
S008,P1026,36
S008,P1111,38
S008,P1123,38
S008,P1315,38
S008,P1194,39
S008,P1119,40
S008,P1351,40
S008,P1168,41
S008,P1291,41
S008,P1122,42
S008,P1163,42
S008,P1085,43
S008,P1338,43
S008,P1023,44
S008,P1258,44
S008,P1344,44
S008,P1166,45
S008,P1245,45
S008,P1083,46
S008,P1112,46
S008,P1202,46
S008,P1091,47
S008,P1173,47
S008,P1198,47
S008,P1039,48
S008,P1169,48
S008,P1174,49
S008,P1294,50
S008,P1062,51
S008,P1102,51
S008,P1254,51
S008,P1074,52
S008,P1208,52
S008,P1339,52
S008,P1179,53
S008,P1185,53
S008,P1191,54
S008,P1281,54
S008,P1306,54
S008,P1125,55
S008,P1075,56
S008,P1084,56
S008,P1172,56
S008,P1319,56
S008,P1355,56
S008,P1110,57
S008,P1271,57
S008,P1222,58
S008,P1276,58
S008,P1139,60
S008,P1065,61
S008,P1101,61
S008,P1305,61
S008,P1107,62
S008,P1116,62
S008,P1192,63
S008,P1226,63
S008,P1302,63
S008,P1303,63
S008,P1012,64
S008,P1093,64
S008,P1034,65
S008,P1356,65
S008,P1025,66
S008,P1162,66
S008,P1261,66
S008,P1316,66
S008,P1001,67
S008,P1022,69
S008,P1357,69
S008,P1181,70
S008,P1070,71
S008,P1008,73
S008,P1069,73
S008,P1031,74
S008,P1224,75
S008,P1342,75
S008,P1016,76
S008,P1234,76
S008,P1325,76
S008,P1131,77
S008,P1186,78
S008,P1061,79
S008,P1087,79
S008,P1171,79
S008,P1193,79
S008,P1228,80
S008,P1272,81
S008,P1333,81
S008,P1246,82
S008,P1092,83
S008,P1183,83
S008,P1105,84
S008,P1159,84
S008,P1000,85
S008,P1141,85
S008,P1004,86
S008,P1214,86
S008,P1178,87
S008,P1323,87
S008,P1347,87
S008,P1269,88
S008,P1301,88
S008,P1210,89
S008,P1078,90
S008,P1264,90
S008,P1007,91
S008,P1220,91
S008,P1292,91
S008,P1203,92
S008,P1282,92
S008,P1309,92
S008,P1267,93
S008,P1059,95
S008,P1199,95
S008,P1232,96
S008,P1161,97
S008,P1042,98
S008,P1088,98
S008,P1066,99
S008,P1221,99
S008,P1067,100
S008,P1274,100
S008,P1153,101
S008,P1290,101
S008,P1346,101
S008,P1212,102
S008,P1268,102
S008,P1285,102
S008,P1094,103
S008,P1128,103
S008,P1311,103
S008,P1015,104
S008,P1052,104
S008,P1063,104
S008,P1265,104
S008,P1359,104
S008,P1020,105
S008,P1218,105
S008,P1327,105
S008,P1279,107
S008,P1151,108
S008,P1143,109
S008,P1321,109
S008,P1036,110
S008,P1293,110
S008,P1133,111
S008,P1317,111
S008,P1238,112
S008,P1029,113
S008,P1330,114
S008,P1002,115
S008,P1247,115
S008,P1060,116
S008,P1145,116
S008,P1329,116
S008,P1187,117
S008,P1190,119
S008,P1249,119
S008,P1280,121
S008,P1297,123
S008,P1014,124
S008,P1135,124
S008,P1197,125
S008,P1158,126
S008,P1223,126
S008,P1076,127
S008,P1130,127
S008,P1320,127
S008,P1104,128
S008,P1148,128
S008,P1326,129
S008,P1345,129
S008,P1132,131
S008,P1176,131
S008,P1118,132
S008,P1146,132
S008,P1097,133
S008,P1106,133
S008,P1213,133
S008,P1009,134
S008,P1043,134
S008,P1167,134
S008,P1207,135
S008,P1233,139
S008,P1098,140
S008,P1136,140
S008,P1170,140
S008,P1252,140
S008,P1328,140
S008,P1072,141
S008,P1256,141
S008,P1100,142
S008,P1195,142
S008,P1255,142
S008,P1334,142
S008,P1358,142
S008,P1041,143
S008,P1099,143
S008,P1005,144
S008,P1089,144
S008,P1177,144
S008,P1300,145
S008,P1127,146
S008,P1184,146
S008,P1335,146
S008,P1082,147
S008,P1200,147
S008,P1113,148
S008,P1129,151
S008,P1035,152
S008,P1011,153
S008,P1278,154
S008,P1003,155
S008,P1243,155
S008,P1296,155
S008,P1298,155
S008,P1027,156
S008,P1124,156
S008,P1322,156
S008,P1227,157
S008,P1273,158
S008,P1275,158
S008,P1209,159
S008,P1235,159
S008,P1343,159
S008,P1017,160
S008,P1048,160
S008,P1182,160
S008,P1225,160
S008,P1040,161
S008,P1155,161
S008,P1313,161
S008,P1312,162
S008,P1160,163
S008,P1332,163
S008,P1239,165
S008,P1010,166
S008,P1154,167
S008,P1287,167
S008,P1295,167
S008,P1189,168
S008,P1237,168
S008,P1140,169
S008,P1180,169
S008,P1144,170
S008,P1308,170
S008,P1196,171
S008,P1262,171
S008,P1283,171
S008,P1018,173
S008,P1038,173
S008,P1090,173
S008,P1147,173
S008,P1205,173
S008,P1215,173
S008,P1240,173
S008,P1242,176
S008,P1204,177
S008,P1053,178
S008,P1259,178
S008,P1164,179
S008,P1165,179
S008,P1219,180
S008,P1049,181
S008,P1054,181
S008,P1077,181
S008,P1030,182
S008,P1109,182
S008,P1307,182
S008,P1349,182
S008,P1073,183
S008,P1126,184
S008,P1115,186
S008,P1117,186
S008,P1152,186
S008,P1081,188
S008,P1019,189
S008,P1051,189
S008,P1244,189
S008,P1037,190
S008,P1050,190
S008,P1248,190
S008,P1260,190
S008,P1304,190
S008,P1013,192
S008,P1095,192
S008,P1108,192
S008,P1149,192
S008,P1263,192
S008,P1336,192
S008,P1134,193
S008,P1046,194
S008,P1057,194
S008,P1331,194
S008,P1006,195
S008,P1071,195
S008,P1217,195
S008,P1341,195
S008,P1064,196
S008,P1096,196
S008,P1120,197
S008,P1211,198
S008,P1251,198
S008,P1324,200
S008,P1340,200
S009,P1274,0
S009,P1298,1
S009,P1003,2
S009,P1313,2
S009,P1014,3
S009,P1137,4
S009,P1297,4
S009,P1041,5
S009,P1173,5
S009,P1266,5
S009,P1149,6
S009,P1172,6
S009,P1136,7
S009,P1279,7
S009,P1113,9
S009,P1169,9
S009,P1053,10
S009,P1252,10
S009,P1291,10
S009,P1064,11
S009,P1134,11
S009,P1177,14
S009,P1319,14
S009,P1025,15
S009,P1103,15
S009,P1156,15
S009,P1236,17
S009,P1334,17
S009,P1010,18
S009,P1027,18
S009,P1094,18
S009,P1135,18
S009,P1008,19
S009,P1080,19
S009,P1175,19
S009,P1017,20
S009,P1006,21
S009,P1151,21
S009,P1257,21
S009,P1109,22
S009,P1307,22
S009,P1348,23
S009,P1260,24
S009,P1305,24
S009,P1073,25
S009,P1152,26
S009,P1322,26
S009,P1241,27
S009,P1306,27
S009,P1072,28
S009,P1145,28
S009,P1317,28
S009,P1117,29
S009,P1292,29
S009,P1311,29
S009,P1034,30
S009,P1196,30
S009,P1267,30
S009,P1049,31
S009,P1058,31
S009,P1119,31
S009,P1309,31
S009,P1190,32
S009,P1219,33
S009,P1314,33
S009,P1031,34
S009,P1193,34
S009,P1020,35
S009,P1218,35
S009,P1231,35
S009,P1163,37
S009,P1181,37
S009,P1007,38
S009,P1133,39
S009,P1210,39
S009,P1093,40
S009,P1338,40
S009,P1233,43
S009,P1069,44
S009,P1040,45
S009,P1265,45
S009,P1088,47
S009,P1157,47
S009,P1299,47
S009,P1353,47
S009,P1091,48
S009,P1277,48
S009,P1019,49
S009,P1159,49
S009,P1303,49
S009,P1052,50
S009,P1082,50
S009,P1043,51
S009,P1200,52
S009,P1121,53
S009,P1158,53
S009,P1339,53
S009,P1198,54
S009,P1063,55
S009,P1123,55
S009,P1208,55
S009,P1228,55
S009,P1000,57
S009,P1229,58
S009,P1347,58
S009,P1342,59
S009,P1024,60
S009,P1029,60
S009,P1148,60
S009,P1184,62
S009,P1214,62
S009,P1242,62
S009,P1272,62
S009,P1275,62
S009,P1013,63
S009,P1030,63
S009,P1015,64
S009,P1217,64
S009,P1207,65
S009,P1235,65
S009,P1065,66
S009,P1146,67
S009,P1054,68
S009,P1344,68
S009,P1222,69
S009,P1326,69
S009,P1023,70
S009,P1232,70
S009,P1171,71
S009,P1022,73
S009,P1046,73
S009,P1168,73
S009,P1273,73
S009,P1180,75
S009,P1238,75
S009,P1126,76
S009,P1352,76
S009,P1356,76
S009,P1194,77
S009,P1250,77
S009,P1290,77
S009,P1343,77
S009,P1164,78
S009,P1264,79
S009,P1056,80
S009,P1161,80
S009,P1278,80
S009,P1150,81
S009,P1211,81
S009,P1216,81
S009,P1256,81
S009,P1328,81
S009,P1057,82
S009,P1129,83
S009,P1205,83
S009,P1271,83
S009,P1004,85
S009,P1077,87
S009,P1359,87
S009,P1086,88
S009,P1330,88
S009,P1005,89
S009,P1044,89
S009,P1112,89
S009,P1300,89
S009,P1116,91
S009,P1140,91
S009,P1253,91
S009,P1288,91
S009,P1293,91
S009,P1033,92
S009,P1070,92
S009,P1096,93
S009,P1098,93
S009,P1332,93
S009,P1060,94
S009,P1270,94
S009,P1249,95
S009,P1251,95
S009,P1089,96
S009,P1223,96
S009,P1351,96
S009,P1120,97
S009,P1345,97
S009,P1346,100
S009,P1304,102
S009,P1243,103
S009,P1130,104
S009,P1201,104
S009,P1296,104
S009,P1037,106
S009,P1099,106
S009,P1192,106
S009,P1102,107
S009,P1032,108
S009,P1262,108
S009,P1281,108
S009,P1283,111
S009,P1062,112
S009,P1081,112
S009,P1141,112
S009,P1268,112
S009,P1191,113
S009,P1147,115
S009,P1295,115
S009,P1358,115
S009,P1166,117
S009,P1154,118
S009,P1240,119
S009,P1048,121
S009,P1224,121
S009,P1042,122
S009,P1125,123
S009,P1226,124
S009,P1079,125
S009,P1138,125
S009,P1075,126
S009,P1225,126
S009,P1246,126
S009,P1074,127
S009,P1318,127
S009,P1002,128
S009,P1215,128
S009,P1287,128
S009,P1327,129
S009,P1349,131
