product_id1,product_id2,attribute_prob,behaviour_prob
P1159,P1177,0.48,0.2117
P1224,P1237,0.48,0.7083
P1035,P1042,0.48,0.6922
P1323,P1337,0.48,0.2983
P1159,P1160,0.48,0.6668
P1006,P1042,0.48,0.7508
P1189,P1228,0.48,0.9536
P1159,P1173,0.48,0.353
P1013,P1043,0.48,0.8749
P1005,P1042,0.48,0.4354
P1232,P1352,0.48,0.0684
P1123,P1131,0.48,0.2428
P1185,P1232,0.48,0.2873
P1185,P1237,0.48,0.1429
P1195,P1224,0.48,0.8049
P1125,P1131,0.48,0.0233
P1188,P1233,0.48,0.3208
P1347,P1354,0.48,0.2967
P1347,P1355,0.48,0.6525
P1001,P1042,0.48,0.7718
P1155,P1179,0.48,0.1008
P1032,P1043,0.48,0.4002
P1034,P1043,0.48,0.1492
P1124,P1131,0.48,0.3449
P1124,P1133,0.48,0.4933
P1191,P1228,0.48,0.6623
P1355,P1359,0.48,0.3528
P1354,P1359,0.48,0.2365
P1000,P1043,0.48,0.3072
P1125,P1133,0.48,0.6601
P1209,P1219,0.4783,0.0857
P1003,P1016,0.4783,0.2268
P1086,P1097,0.4783,0.1257
P1003,P1018,0.4783,0.402
P1085,P1098,0.4783,0.8891
P1003,P1015,0.4783,0.4001
P1003,P1012,0.4783,0.1188
P1086,P1098,0.4783,0.2516
P1137,P1162,0.4783,0.5485
P1018,P1139,0.4783,0.1684
P1127,P1173,0.4783,0.335
P1088,P1097,0.4783,0.5628
P1029,P1120,0.4783,0.3935
P1126,P1171,0.4783,0.0357
P1033,P1137,0.4783,0.5561
P1127,P1179,0.4783,0.1553
P1029,P1137,0.4783,0.0553
P1008,P1137,0.4783,0.2886
P1002,P1038,0.4783,0.0104
P1203,P1219,0.4783,0.4487
P1033,P1120,0.4783,0.3087
P1029,P1139,0.4783,0.3072
P1107,P1127,0.4783,0.4832
P1126,P1172,0.4783,0.397
P1012,P1139,0.4783,0.3663
P1122,P1173,0.4783,0.817
P1303,P1314,0.4783,0.1707
P1303,P1315,0.4783,0.3292
P1303,P1316,0.4783,0.8648
P1122,P1177,0.4783,0.8498
P1303,P1317,0.4783,0.7891
P1019,P1137,0.4783,0.6955
P1122,P1179,0.4783,0.7676
P1126,P1170,0.4783,0.9086
P1325,P1329,0.4783,0.6814
P1139,P1164,0.4783,0.1855
P1019,P1033,0.4783,0.3139
P1015,P1139,0.4783,0.5686
P1306,P1315,0.4783,0.0208
P1306,P1317,0.4783,0.6789
P1301,P1314,0.4783,0.96
P1016,P1139,0.4783,0.0699
P1301,P1315,0.4783,0.9505
P1308,P1316,0.4783,0.8111
P1301,P1316,0.4783,0.7545
P1139,P1178,0.4783,0.5496
P1085,P1097,0.4783,0.8705
P1008,P1029,0.4783,0.2469
P1307,P1315,0.4783,0.5425
P1083,P1097,0.4783,0.0955
P1307,P1316,0.4783,0.5596
P1308,P1315,0.4783,0.0627
P1083,P1098,0.4783,0.2257
P1139,P1162,0.4783,0.3844
P1345,P1351,0.4783,0.9089
P1345,P1357,0.4783,0.9166
P1008,P1033,0.4783,0.6842
P1345,P1359,0.4783,0.8853
P1346,P1351,0.4783,0.9324
P1346,P1357,0.4783,0.9381
P1346,P1359,0.4783,0.9149
P1301,P1317,0.4783,0.8427
P1306,P1314,0.4783,0.2079
P1003,P1019,0.4783,0.4226
P1325,P1336,0.4783,0.3682
P1137,P1164,0.4783,0.4027
P1325,P1331,0.4783,0.2574
P1008,P1139,0.4783,0.4783
P1004,P1038,0.4783,0.7525
P1301,P1311,0.4783,0.9589
P1325,P1338,0.4783,0.748
P1068,P1101,0.4762,0.5714
P1184,P1193,0.4762,0.4947
P1287,P1293,0.4762,0.6656
P1178,P1217,0.4762,0.4988
P1304,P1318,0.4762,0.1655
P1162,P1168,0.4762,0.817
P1162,P1165,0.4762,0.1153
P1007,P1026,0.4762,0.0393
P1168,P1201,0.4762,0.6638
P1184,P1195,0.4762,0.4235
P1304,P1311,0.4762,0.1735
P1168,P1203,0.4762,0.7571
P1064,P1088,0.4762,0.3433
P1160,P1168,0.4762,0.5879
P1161,P1203,0.4762,0.1772
P1160,P1165,0.4762,0.4981
P1304,P1312,0.4762,0.4032
P1198,P1199,0.4762,0.5044
P1304,P1310,0.4762,0.7855
P1091,P1108,0.4762,0.639
P1285,P1292,0.4762,0.3443
P1064,P1107,0.4762,0.6946
P1006,P1023,0.4762,0.5158
P1188,P1199,0.4762,0.0747
P1006,P1025,0.4762,0.1543
P1006,P1027,0.4762,0.4742
P1286,P1293,0.4762,0.4101
P1287,P1290,0.4762,0.0083
P1201,P1205,0.4762,0.6088
P1065,P1088,0.4762,0.3097
P1064,P1106,0.4762,0.7633
P1168,P1178,0.4762,0.8661
P1162,P1212,0.4762,0.1725
P1188,P1191,0.4762,0.538
P1169,P1217,0.4762,0.2188
P1186,P1191,0.4762,0.4176
P1187,P1197,0.4762,0.942
P1068,P1084,0.4762,0.1748
P1061,P1088,0.4762,0.2477
P1061,P1107,0.4762,0.3817
P1203,P1205,0.4762,0.4585
P1178,P1210,0.4762,0.865
P1063,P1108,0.4762,0.3965
P1200,P1203,0.4762,0.4693
P1099,P1105,0.4762,0.0038
P1188,P1189,0.4762,0.9366
P1063,P1093,0.4762,0.7246
P1161,P1164,0.4762,0.1743
P1200,P1201,0.4762,0.6166
P1288,P1292,0.4762,0.3361
P1092,P1101,0.4762,0.3554
P1093,P1108,0.4762,0.5437
P1061,P1106,0.4762,0.5209
P1063,P1085,0.4762,0.6195
P1197,P1198,0.4762,0.7474
P1197,P1199,0.4762,0.4902
P1092,P1105,0.4762,0.3727
P1068,P1105,0.4762,0.5596
P1063,P1080,0.4762,0.1258
P1184,P1197,0.4762,0.5205
P1068,P1087,0.4762,0.6326
P1186,P1189,0.4762,0.7643
P1188,P1190,0.4762,0.1514
P1169,P1213,0.4762,0.5814
P1161,P1179,0.4762,0.2585
P1169,P1212,0.4762,0.0562
P1169,P1211,0.4762,0.8017
P1089,P1105,0.4762,0.6599
P1169,P1210,0.4762,0.7896
P1089,P1101,0.4762,0.669
P1178,P1213,0.4762,0.7314
P1178,P1212,0.4762,0.3946
P1161,P1171,0.4762,0.0579
P1178,P1211,0.4762,0.8728
P1187,P1199,0.4762,0.8863
P1006,P1028,0.4762,0.3435
P1161,P1162,0.4762,0.0846
P1160,P1161,0.4762,0.5149
P1186,P1199,0.4762,0.7092
P1186,P1190,0.4762,0.7717
P1169,P1218,0.4762,0.2868
P1286,P1290,0.4762,0.4378
P1323,P1335,0.4762,0.076
P1164,P1168,0.4762,0.7579
P1339,P1356,0.4762,0.9054
P1011,P1317,0.4762,0.7602
P1014,P1317,0.4762,0.8244
P1182,P1193,0.4762,0.7807
P1182,P1195,0.4762,0.7498
P1192,P1195,0.4762,0.4362
P1192,P1197,0.4762,0.5311
P1323,P1339,0.4762,0.8984
P1302,P1311,0.4762,0.282
P1182,P1197,0.4762,0.7919
P1323,P1330,0.4762,0.5519
P1192,P1199,0.4762,0.0801
P1014,P1304,0.4762,0.4449
P1065,P1107,0.4762,0.3262
P1187,P1190,0.4762,0.9107
P1001,P1023,0.4762,0.5567
P1001,P1025,0.4762,0.0763
P1001,P1027,0.4762,0.5186
P1094,P1108,0.4762,0.2376
P1347,P1349,0.4762,0.5905
P1001,P1028,0.4762,0.3989
P1183,P1186,0.4762,0.6197
P1183,P1187,0.4762,0.8513
P1183,P1188,0.4762,0.2925
P1347,P1350,0.4762,0.593
P1192,P1193,0.4762,0.5058
P1187,P1189,0.4762,0.3972
P1339,P1353,0.4762,0.8638
P1181,P1190,0.4762,0.3431
P1330,P1342,0.4762,0.3541
P1095,P1107,0.4762,0.6372
P1095,P1106,0.4762,0.7189
P1328,P1339,0.4762,0.7635
P1302,P1318,0.4762,0.0394
P1328,P1335,0.4762,0.5351
P1328,P1333,0.4762,0.2388
P1328,P1330,0.4762,0.0414
P1333,P1342,0.4762,0.5287
P1005,P1028,0.4762,0.3276
P1005,P1027,0.4762,0.1605
P1302,P1310,0.4762,0.7531
P1339,P1352,0.4762,0.8968
P1193,P1198,0.4762,0.7338
P1165,P1201,0.4762,0.3849
P1193,P1199,0.4762,0.4628
P1181,P1189,0.4762,0.9646
P1165,P1203,0.4762,0.1486
P1005,P1023,0.4762,0.0884
P1335,P1342,0.4762,0.2491
P1335,P1343,0.4762,0.721
P1339,P1342,0.4762,0.8536
P1339,P1343,0.4762,0.6059
P1339,P1350,0.4762,0.89
P1347,P1352,0.4762,0.618
P1330,P1343,0.4762,0.4246
P1183,P1263,0.4762,0.5446
P1195,P1199,0.4762,0.3871
P1065,P1106,0.4762,0.4779
P1090,P1108,0.4762,0.3684
P1065,P1095,0.4762,0.4616
P1010,P1317,0.4762,0.3654
P1060,P1090,0.4762,0.8579
P1000,P1026,0.4762,0.146
P1060,P1091,0.4762,0.7513
P1195,P1198,0.4762,0.6963
P1347,P1353,0.4762,0.496
P1347,P1356,0.4762,0.6497
P1060,P1085,0.4762,0.6091
P1060,P1094,0.4762,0.8822
P1060,P1093,0.4762,0.959
P1164,P1165,0.4762,0.1457
P1060,P1108,0.4762,0.9102
P1187,P1191,0.4762,0.7722
P1253,P1258,0.4737,0.7202
P1245,P1254,0.4737,0.4431
P1245,P1256,0.4737,0.4316
P1263,P1272,0.4737,0.7512
P1269,P1273,0.4737,0.5874
P1324,P1341,0.4737,0.6632
P1324,P1340,0.4737,0.1459
P1263,P1273,0.4737,0.7933
P1268,P1275,0.4737,0.4775
P1240,P1258,0.4737,0.2244
P1263,P1275,0.4737,0.3609
P1277,P1278,0.4737,0.5292
P1244,P1259,0.4737,0.7415
P1086,P1100,0.4737,0.3181
P1276,P1278,0.4737,0.2827
P1269,P1270,0.4737,0.5168
P1320,P1341,0.4737,0.7684
P1245,P1257,0.4737,0.5907
P1085,P1096,0.4737,0.8368
P1270,P1271,0.4737,0.0017
P1272,P1277,0.4737,0.3414
P1271,P1276,0.4737,0.0286
P1273,P1275,0.4737,0.6766
P1273,P1278,0.4737,0.4062
P1250,P1258,0.4737,0.7569
P1271,P1273,0.4737,0.1477
P1262,P1269,0.4737,0.2953
P1247,P1254,0.4737,0.4458
P1271,P1277,0.4737,0.3243
P1270,P1278,0.4737,0.3044
P1270,P1275,0.4737,0.6212
P1270,P1272,0.4737,0.0269
P1246,P1256,0.4737,0.166
P1254,P1255,0.4737,0.4635
P1262,P1275,0.4737,0.4476
P1275,P1276,0.4737,0.6094
P1272,P1273,0.4737,0.1692
P1269,P1277,0.4737,0.6729
P1247,P1258,0.4737,0.8685
P1275,P1277,0.4737,0.7436
P1247,P1259,0.4737,0.8571
P1245,P1259,0.4737,0.8564
P1066,P1086,0.4737,0.1268
P1245,P1258,0.4737,0.8678
P1263,P1269,0.4737,0.499
P1269,P1276,0.4737,0.5017
P1244,P1258,0.4737,0.7621
P1250,P1257,0.4737,0.2469
P1244,P1257,0.4737,0.263
P1260,P1275,0.4737,0.2779
P1260,P1269,0.4737,0.0789
P1251,P1258,0.4737,0.1496
P1096,P1100,0.4737,0.3809
P1266,P1276,0.4737,0.3356
P1251,P1257,0.4737,0.6203
P1266,P1275,0.4737,0.412
P1260,P1272,0.4737,0.4609
P1321,P1340,0.4737,0.3252
P1240,P1256,0.4737,0.7002
P1266,P1272,0.4737,0.3379
P1083,P1100,0.4737,0.2945
P1240,P1257,0.4737,0.5837
P1241,P1259,0.4737,0.7815
P1266,P1269,0.4737,0.25
P1265,P1269,0.4737,0.7078
P1265,P1277,0.4737,0.9044
P1265,P1276,0.4737,0.8544
P1265,P1273,0.4737,0.8795
P1265,P1272,0.4737,0.8549
P1265,P1270,0.4737,0.8588
P1268,P1272,0.4737,0.7966
P1272,P1276,0.4737,0.0035
P1251,P1256,0.4737,0.7266
P1322,P1341,0.4737,0.607
P1253,P1256,0.4737,0.1689
P1327,P1340,0.4737,0.1908
P1327,P1341,0.4737,0.6445
P1250,P1256,0.4737,0.0437
P1253,P1254,0.4737,0.1518
P1255,P1256,0.4737,0.4524
P1255,P1257,0.4737,0.6056
P1240,P1254,0.4737,0.6941
P1244,P1256,0.4737,0.0228
P1251,P1254,0.4737,0.721
P1253,P1257,0.4737,0.1334
P1267,P1277,0.4737,0.3493
P1252,P1259,0.4737,0.5065
P1322,P1340,0.4737,0.2679
P1250,P1254,0.4737,0.0241
P1247,P1256,0.4737,0.4344
P1255,P1258,0.4737,0.8727
P1268,P1269,0.4737,0.5904
P1261,P1265,0.4706,0.8539
P1241,P1245,0.4706,0.3431
P1241,P1247,0.4706,0.3463
P1241,P1244,0.4706,0.1545
P1046,P1139,0.4615,0.7755
P1097,P1236,0.4615,0.9453
P1097,P1235,0.4615,0.1476
P1097,P1238,0.4615,0.9188
P1046,P1137,0.4615,0.6939
P1019,P1046,0.4615,0.9068
P1006,P1054,0.4615,0.2473
P1098,P1235,0.4615,0.0043
P1017,P1045,0.4615,0.6012
P1005,P1051,0.4615,0.663
P1001,P1052,0.4615,0.1484
P1001,P1049,0.4615,0.1774
P1006,P1049,0.4615,0.2469
P1013,P1059,0.4615,0.9284
P1006,P1051,0.4615,0.8512
P1098,P1236,0.4615,0.9532
P1006,P1052,0.4615,0.2203
P1018,P1046,0.4615,0.73
P1007,P1059,0.4615,0.007
P1007,P1050,0.4615,0.1326
P1014,P1045,0.4615,0.6195
P1015,P1046,0.4615,0.9032
P1011,P1045,0.4615,0.4805
P1081,P1239,0.4615,0.0183
P1012,P1046,0.4615,0.8577
P1005,P1052,0.4615,0.6558
P1005,P1054,0.4615,0.6677
P1005,P1049,0.4615,0.6676
P1001,P1054,0.4615,0.1778
P1000,P1059,0.4615,0.1738
P1010,P1045,0.4615,0.2726
P1344,P1359,0.4583,0.319
P1344,P1357,0.4583,0.5049
P1008,P1153,0.4583,0.2756
P1153,P1164,0.4583,0.6922
P1153,P1162,0.4583,0.7673
P1348,P1359,0.4583,0.3759
P1152,P1164,0.4583,0.3751
P1348,P1357,0.4583,0.1416
P1318,P1319,0.4583,0.4975
P1143,P1170,0.4583,0.9388
P1102,P1282,0.4583,0.5519
P1196,P1223,0.4583,0.8556
P1198,P1222,0.4583,0.4318
P1019,P1152,0.4583,0.6814
P1019,P1153,0.4583,0.8431
P1142,P1171,0.4583,0.3309
P1008,P1149,0.4583,0.5053
P1146,P1179,0.4583,0.4025
P1326,P1329,0.4583,0.1638
P1143,P1171,0.4583,0.3062
P1223,P1343,0.4583,0.5006
P1312,P1319,0.4583,0.0089
P1146,P1177,0.4583,0.0753
P1143,P1172,0.4583,0.0987
P1008,P1152,0.4583,0.32
P1196,P1221,0.4583,0.7109
P1142,P1170,0.4583,0.8682
P1311,P1319,0.4583,0.2713
P1074,P1134,0.4583,0.3469
P1149,P1164,0.4583,0.1409
P1024,P1149,0.4583,0.7989
P1024,P1152,0.4583,0.7236
P1149,P1162,0.4583,0.3507
P1310,P1319,0.4583,0.8708
P1326,P1331,0.4583,0.487
P1024,P1153,0.4583,0.4389
P1226,P1346,0.4583,0.9205
P1326,P1338,0.4583,0.3386
P1022,P1149,0.4583,0.0484
P1022,P1153,0.4583,0.659
P1146,P1173,0.4583,0.2411
P1175,P1179,0.4545,0.4189
P1082,P1090,0.4545,0.6389
P1174,P1179,0.4545,0.5171
P1187,P1194,0.4545,0.8967
P1082,P1093,0.4545,0.2019
P1201,P1209,0.4545,0.1654
P1082,P1091,0.4545,0.7936
P1082,P1096,0.4545,0.1953
P1017,P1021,0.4545,0.5704
P1175,P1203,0.4545,0.3552
P1082,P1094,0.4545,0.5641
P1082,P1095,0.4545,0.6543
P1202,P1208,0.4545,0.0891
P1202,P1204,0.4545,0.4743
P1213,P1215,0.4545,0.3178
P1213,P1214,0.4545,0.6374
P1174,P1203,0.4545,0.4642
P1211,P1216,0.4545,0.6736
P1175,P1201,0.4545,0.5341
P1013,P1039,0.4545,0.9088
P1211,P1215,0.4545,0.6768
P1006,P1035,0.4545,0.1903
P1212,P1214,0.4545,0.1826
P1006,P1031,0.4545,0.5541
P1186,P1194,0.4545,0.7359
P1305,P1318,0.4545,0.519
P1305,P1314,0.4545,0.2829
P1213,P1216,0.4545,0.311
P1305,P1311,0.4545,0.3026
P1305,P1310,0.4545,0.8764
P1174,P1201,0.4545,0.6129
P1305,P1312,0.4545,0.0343
P1212,P1215,0.4545,0.3498
P1188,P1194,0.4545,0.0184
P1164,P1175,0.4545,0.353
P1209,P1210,0.4545,0.5938
P1209,P1211,0.4545,0.6171
P1209,P1212,0.4545,0.4512
P1209,P1213,0.4545,0.1918
P1209,P1217,0.4545,0.337
P1209,P1218,0.4545,0.6306
P1204,P1214,0.4545,0.6428
P1204,P1207,0.4545,0.7513
P1204,P1206,0.4545,0.4113
P1204,P1205,0.4545,0.74
P1070,P1107,0.4545,0.2459
P1070,P1106,0.4545,0.0268
P1114,P1297,0.4545,0.6374
P1114,P1296,0.4545,0.2678
P1019,P1120,0.4545,0.5257
P1070,P1088,0.4545,0.6493
P1016,P1022,0.4545,0.0299
P1016,P1024,0.4545,0.8028
P1076,P1107,0.4545,0.1376
P1114,P1291,0.4545,0.0064
P1211,P1214,0.4545,0.8282
P1162,P1175,0.4545,0.1439
P1162,P1174,0.4545,0.2886
P1019,P1128,0.4545,0.91
P1184,P1194,0.4545,0.1457
P1191,P1194,0.4545,0.5465
P1012,P1024,0.4545,0.8656
P1216,P1217,0.4545,0.2222
P1164,P1176,0.4545,0.1075
P1000,P1039,0.4545,0.0502
P1005,P1031,0.4545,0.0099
P1166,P1176,0.4545,0.6888
P1207,P1208,0.4545,0.4807
P1019,P1022,0.4545,0.5398
P1015,P1128,0.4545,0.9065
P1019,P1024,0.4545,0.9119
P1193,P1194,0.4545,0.4085
P1015,P1024,0.4545,0.9085
P1015,P1022,0.4545,0.5219
P1180,P1194,0.4545,0.2304
P1206,P1216,0.4545,0.1326
P1117,P1296,0.4545,0.4593
P1206,P1208,0.4545,0.1866
P1117,P1294,0.4545,0.2109
P1117,P1291,0.4545,0.6067
P1117,P1289,0.4545,0.6139
P1194,P1195,0.4545,0.3252
P1194,P1196,0.4545,0.3661
P1194,P1197,0.4545,0.4387
P1208,P1218,0.4545,0.3858
P1205,P1208,0.4545,0.4571
P1001,P1035,0.4545,0.2587
P1024,P1120,0.4545,0.8143
P1024,P1128,0.4545,0.0213
P1216,P1218,0.4545,0.5667
P1162,P1176,0.4545,0.3254
P1114,P1289,0.4545,0.0246
P1063,P1112,0.4545,0.5614
P1214,P1217,0.4545,0.3234
P1081,P1094,0.4545,0.5317
P1022,P1128,0.4545,0.8045
P1012,P1128,0.4545,0.8627
P1210,P1214,0.4545,0.8178
P1022,P1120,0.4545,0.0296
P1210,P1215,0.4545,0.6572
P1210,P1216,0.4545,0.6538
P1081,P1095,0.4545,0.6286
P1112,P1297,0.4545,0.4312
P1112,P1296,0.4545,0.1294
P1200,P1204,0.4545,0.7452
P1063,P1114,0.4545,0.7204
P1016,P1128,0.4545,0.7985
P1063,P1117,0.4545,0.2937
P1112,P1294,0.4545,0.51
P1112,P1291,0.4545,0.3666
P1200,P1208,0.4545,0.468
P1112,P1289,0.4545,0.3782
P1081,P1096,0.4545,0.1354
P1176,P1203,0.4545,0.1044
P1176,P1201,0.4545,0.1933
P1176,P1179,0.4545,0.0062
P1074,P1088,0.4545,0.4125
P1074,P1106,0.4545,0.7882
P1074,P1107,0.4545,0.7267
P1214,P1218,0.4545,0.1766
P1212,P1216,0.4545,0.3562
P1068,P1109,0.4545,0.2521
P1203,P1209,0.4545,0.397
P1007,P1039,0.4545,0.2207
P1018,P1024,0.4545,0.745
P1128,P1169,0.4545,0.8479
P1018,P1022,0.4545,0.2497
P1010,P1021,0.4545,0.3247
P1014,P1021,0.4545,0.5902
P1190,P1194,0.4545,0.1355
P1007,P1034,0.4545,0.3319
P1081,P1093,0.4545,0.2572
P1215,P1218,0.4545,0.5624
P1215,P1217,0.4545,0.2145
P1007,P1032,0.4545,0.0524
P1113,P1297,0.4545,0.5786
P1113,P1296,0.4545,0.7913
P1113,P1294,0.4545,0.5109
P1076,P1088,0.4545,0.5989
P1078,P1085,0.4545,0.8708
P1113,P1293,0.4545,0.4872
P1113,P1291,0.4545,0.8482
P1113,P1289,0.4545,0.851
P1189,P1194,0.4545,0.9377
P1081,P1090,0.4545,0.612
P1181,P1187,0.45,0.9413
P1071,P1100,0.45,0.3593
P1166,P1173,0.45,0.7565
P1184,P1198,0.45,0.4731
P1071,P1096,0.45,0.0337
P1071,P1115,0.45,0.7011
P1071,P1116,0.45,0.3501
P1184,P1192,0.45,0.022
P1181,P1188,0.45,0.4426
P1002,P1304,0.45,0.597
P1182,P1198,0.45,0.1762
P1066,P1116,0.45,0.2079
P1072,P1096,0.45,0.32
P1072,P1100,0.45,0.0896
P1072,P1115,0.45,0.7896
P1072,P1116,0.45,0.0765
P1096,P1119,0.45,0.3341
P1181,P1186,0.45,0.85
P1167,P1171,0.45,0.2001
P1166,P1179,0.45,0.6907
P1163,P1179,0.45,0.5296
P1163,P1177,0.45,0.2719
P1083,P1116,0.45,0.2844
P1086,P1119,0.45,0.2666
P1327,P1351,0.45,0.2775
P1192,P1271,0.45,0.3594
P1196,P1276,0.45,0.1969
P1192,P1278,0.45,0.0805
P1163,P1172,0.45,0.0441
P1163,P1171,0.45,0.4023
P1170,P1179,0.45,0.888
P1163,P1170,0.45,0.9473
P1322,P1351,0.45,0.3463
P1166,P1177,0.45,0.8001
P1083,P1115,0.45,0.7285
P1162,P1206,0.45,0.3858
P1004,P1302,0.45,0.4608
P1167,P1170,0.45,0.8898
P1192,P1272,0.45,0.3428
P1167,P1173,0.45,0.1999
P1164,P1206,0.45,0.1874
P1167,P1172,0.45,0.4998
P1198,P1271,0.45,0.6549
P1166,P1172,0.45,0.8478
P1083,P1119,0.45,0.2412
P1167,P1179,0.45,0.0161
P1171,P1179,0.45,0.213
P1201,P1241,0.45,0.4346
P1166,P1171,0.45,0.7565
P1172,P1179,0.45,0.5078
P1086,P1115,0.45,0.7191
P1324,P1351,0.45,0.2374
P1166,P1170,0.45,0.6378
P1057,P1178,0.4444,0.0179
P1265,P1271,0.4444,0.8586
P1246,P1248,0.4444,0.5511
P1263,P1264,0.4444,0.7994
P1057,P1169,0.4444,0.3468
P1246,P1249,0.4444,0.6499
P1265,P1268,0.4444,0.2866
P1265,P1266,0.4444,0.7808
P1263,P1265,0.4444,0.4168
P1263,P1271,0.4444,0.7575
P1264,P1268,0.4444,0.836
P1264,P1267,0.4444,0.2034
P1244,P1250,0.4444,0.0214
P1246,P1252,0.4444,0.3863
P1247,P1253,0.4444,0.53
P1263,P1279,0.4444,0.8019
P1056,P1169,0.4444,0.0423
P1247,P1250,0.4444,0.4592
P1263,P1278,0.4444,0.6519
P1264,P1266,0.4444,0.4662
P1245,P1253,0.4444,0.5276
P1244,P1251,0.4444,0.7202
P1056,P1149,0.4444,0.2908
P1057,P1149,0.4444,0.5163
P1245,P1250,0.4444,0.4565
P1268,P1279,0.4444,0.7576
P1274,P1279,0.4444,0.9473
P1234,P1354,0.4444,0.465
P1268,P1271,0.4444,0.8017
P1057,P1152,0.4444,0.6481
P1248,P1249,0.4444,0.22
P1248,P1252,0.4444,0.2685
P1057,P1153,0.4444,0.8267
P1265,P1278,0.4444,0.797
P1267,P1274,0.4444,0.0525
P1247,P1255,0.4444,0.0318
P1244,P1255,0.4444,0.4649
P1056,P1153,0.4444,0.7459
P1266,P1279,0.4444,0.9255
P1266,P1278,0.4444,0.0737
P1244,P1253,0.4444,0.1495
P1266,P1271,0.4444,0.3546
P1265,P1279,0.4444,0.6602
P1056,P1152,0.4444,0.4841
P1245,P1251,0.4444,0.8446
P1247,P1251,0.4444,0.8454
P1260,P1262,0.4444,0.2349
P1241,P1248,0.4444,0.6761
P1242,P1246,0.4444,0.2923
P1241,P1242,0.4444,0.4893
P1055,P1149,0.4444,0.8742
P1261,P1274,0.4444,0.0573
P1243,P1244,0.4444,0.4631
P1243,P1251,0.4444,0.8498
P1261,P1264,0.4444,0.1994
P1260,P1278,0.4444,0.2457
P1055,P1152,0.4444,0.827
P1260,P1271,0.4444,0.4745
P1260,P1268,0.4444,0.6228
P1242,P1249,0.4444,0.5053
P1260,P1261,0.4444,0.457
P1243,P1255,0.4444,0.0033
P1260,P1267,0.4444,0.4543
P1260,P1266,0.4444,0.1857
P1240,P1248,0.4444,0.1993
P1055,P1153,0.4444,0.6489
P1056,P1178,0.4444,0.3301
P1262,P1271,0.4444,0.3131
P1243,P1247,0.4444,0.0286
P1243,P1245,0.4444,0.0334
P1262,P1279,0.4444,0.93
P1055,P1178,0.4444,0.9402
P1262,P1278,0.4444,0.0141
P1055,P1169,0.4444,0.9068
P1241,P1249,0.4444,0.7473
P1260,P1263,0.4444,0.5385
P1240,P1242,0.4444,0.4921
P1243,P1248,0.4444,0.7943
P1243,P1250,0.4444,0.4746
P1242,P1243,0.4444,0.6757
P1262,P1265,0.4444,0.7941
P1262,P1264,0.4444,0.4318
P1241,P1252,0.4444,0.5572
P1237,P1349,0.44,0.3898
P1237,P1350,0.44,0.3936
P1232,P1353,0.44,0.1865
P1110,P1280,0.44,0.3576
P1118,P1209,0.44,0.2008
P1232,P1342,0.44,0.2435
P1123,P1203,0.44,0.3471
P1232,P1350,0.44,0.0073
P1232,P1349,0.44,0.0012
P1077,P1200,0.44,0.0368
P1237,P1352,0.44,0.4309
P1069,P1200,0.44,0.8593
P1118,P1200,0.44,0.5996
P1082,P1225,0.44,0.5897
P1073,P1209,0.44,0.5869
P1075,P1200,0.44,0.4928
P1075,P1205,0.44,0.4825
P1075,P1209,0.44,0.3691
P1110,P1295,0.44,0.428
P1082,P1224,0.44,0.8163
P1081,P1224,0.44,0.8027
P1111,P1280,0.44,0.2717
P1081,P1225,0.44,0.5591
P1111,P1200,0.44,0.5166
P1079,P1209,0.44,0.1718
P1095,P1155,0.44,0.4669
P1233,P1353,0.44,0.087
P1110,P1200,0.44,0.0323
P1009,P1042,0.44,0.7605
P1118,P1280,0.44,0.3968
P1111,P1291,0.44,0.5254
P1118,P1295,0.44,0.3226
P1111,P1295,0.44,0.1821
P1110,P1209,0.44,0.6903
P1237,P1353,0.44,0.249
P1073,P1200,0.44,0.2254
P1111,P1209,0.44,0.3381
P1232,P1358,0.44,0.0225
P1118,P1288,0.44,0.3626
P1077,P1209,0.44,0.6918
P1232,P1356,0.44,0.1457
P1237,P1358,0.44,0.3751
P1237,P1356,0.44,0.4781
P1237,P1357,0.44,0.4185
P1206,P1219,0.4348,0.324
P1022,P1139,0.4348,0.0977
P1218,P1315,0.4348,0.331
P1214,P1219,0.4348,0.5899
P1106,P1127,0.4348,0.5995
P1033,P1139,0.4348,0.3947
P1217,P1219,0.4348,0.3938
P1022,P1137,0.4348,0.3383
P1215,P1219,0.4348,0.2283
P1212,P1219,0.4348,0.4982
P1107,P1122,0.4348,0.8578
P1106,P1122,0.4348,0.8898
P1033,P1128,0.4348,0.8688
P1216,P1219,0.4348,0.2206
P1024,P1139,0.4348,0.7879
P1024,P1137,0.4348,0.7108
P1218,P1316,0.4348,0.8652
P1205,P1219,0.4348,0.7015
P1029,P1128,0.4348,0.6872
P1301,P1318,0.4348,0.9404
P1306,P1311,0.4348,0.1855
P1303,P1311,0.4348,0.1935
P1306,P1318,0.4348,0.1532
P1211,P1315,0.4348,0.7886
P1213,P1219,0.4348,0.116
P1210,P1315,0.4348,0.7757
P1217,P1315,0.4348,0.1672
P1202,P1219,0.4348,0.3964
P1303,P1318,0.4348,0.4438
P1210,P1316,0.4348,0.1016
P1213,P1316,0.4348,0.5485
P1212,P1316,0.4348,0.7997
P1213,P1315,0.4348,0.5537
P1200,P1219,0.4348,0.7074
P1211,P1219,0.4348,0.5812
P1303,P1312,0.4348,0.1045
